Ocupação;Quantitativo;Porcentagem;Data de carga
Locutor e Comentarista de Rádio e Televisão e Radialista;86;0,006;01/03/2023 13:21
Farmacêutico;27;0,0019;01/03/2023 13:21
Diretor de Empresas;42;0,0029;01/03/2023 13:21
Jornaleiro;3;0,0002;01/03/2023 13:21
Astrônomo;8;0,0006;01/03/2023 13:21
Cientista Político;4;0,0003;01/03/2023 13:21
Chaveiro;2;0,0001;01/03/2023 13:21
Biomédico;5;0,0003;01/03/2023 13:21
Odontólogo;67;0,0047;01/03/2023 13:21
Industrial;31;0,0022;01/03/2023 13:21
Empregado Doméstico;7;0,0005;01/03/2023 13:21
Produtor Agropecuário;41;0,0029;01/03/2023 13:21
Comerciário;91;0,0063;01/03/2023 13:21
Membro das Forças Armadas;27;0,0019;01/03/2023 13:21
Agente de Saúde e Sanitarista;36;0,0025;01/03/2023 13:21
Biólogo;15;0,001;01/03/2023 13:21
Relações-Públicas;11;0,0008;01/03/2023 13:21
Telefonista;16;0,0011;01/03/2023 13:21
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;4;0,0003;01/03/2023 13:21
Bibliotecário;4;0,0003;01/03/2023 13:21
Técnico de Mineração, Metalurgia e Geologia;3;0,0002;01/03/2023 13:21
Técnico Têxtil;1;0,0001;01/03/2023 13:21
Lavador de Veículos;2;0,0001;01/03/2023 13:21
Servidor Público Estadual;547;0,038;01/03/2023 13:21
Professor de Ensino Superior;185;0,0129;01/03/2023 13:21
Comerciante;797;0,0554;01/03/2023 13:21
Deputado;627;0,0436;01/03/2023 13:21
Motorista de Veículos de Transporte Coletivo de Passageiros;68;0,0047;01/03/2023 13:21
Psicólogo;34;0,0024;01/03/2023 13:21
Securitário;1;0,0001;01/03/2023 13:21
Motoboy;20;0,0014;01/03/2023 13:21
Fotógrafo e Assemelhados;18;0,0013;01/03/2023 13:21
Técnico em Agronomia e Agrimensura;9;0,0006;01/03/2023 13:21
Trabalhador de Fabricação de Roupas;3;0,0002;01/03/2023 13:21
Trabalhador de Fabricação e Preparação de Alimentos e Bebidas;2;0,0001;01/03/2023 13:21
Servidor da Justiça Eleitoral;1;0,0001;01/03/2023 13:21
Servidor Público Federal;215;0,015;01/03/2023 13:21
Jornalista e Redator;141;0,0098;01/03/2023 13:21
Terapeuta;11;0,0008;01/03/2023 13:21
Trabalhador de Construção Civil;31;0,0022;01/03/2023 13:21
Agricultor;154;0,0107;01/03/2023 13:21
Ator e Diretor de Espetáculos Públicos;17;0,0012;01/03/2023 13:21
Produtor de Espetáculos Públicos;22;0,0015;01/03/2023 13:21
Demonstrador;1;0,0001;01/03/2023 13:21
Arquiteto;25;0,0017;01/03/2023 13:21
Bombeiro Civil;3;0,0002;01/03/2023 13:21
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;3;0,0002;01/03/2023 13:21
Fiandeiro, Tecelão, Tingidor e Assemelhados;3;0,0002;01/03/2023 13:21
Alfaiate e Costureiro;3;0,0002;01/03/2023 13:21
Operador de Instalação de Produção de Energia Elétrica e Nuclear;2;0,0001;01/03/2023 13:21
