Ocupação;Quantitativo;Porcentagem;Data de carga
Estudante, Bolsista, Estagiário e Assemelhados;234;0,0163;01/03/2023 13:21
Cantor e Compositor;33;0,0023;01/03/2023 13:21
Publicitário;41;0,0029;01/03/2023 13:21
Pecuarista;48;0,0033;01/03/2023 13:21
Padeiro, Confeiteiro e Assemelhados;6;0,0004;01/03/2023 13:21
Técnico em Informática;21;0,0015;01/03/2023 13:21
Técnico em Edificações;3;0,0002;01/03/2023 13:21
Sociólogo;18;0,0013;01/03/2023 13:21
Artista Plástico e Assemelhados;8;0,0006;01/03/2023 13:21
Garçom;13;0,0009;01/03/2023 13:21
Carpinteiro, Marceneiro e Assemelhados;9;0,0006;01/03/2023 13:21
Estivador, Carregador e Assemelhados;3;0,0002;01/03/2023 13:21
Historiador;3;0,0002;01/03/2023 13:21
Frentista;7;0,0005;01/03/2023 13:21
Zootecnista;2;0,0001;01/03/2023 13:21
Técnico de Mecânica;7;0,0005;01/03/2023 13:21
Tradutor, Intérprete e Filólogo;1;0,0001;01/03/2023 13:21
Paramédico;1;0,0001;01/03/2023 13:21
Empresário;1146;0,0797;01/03/2023 13:21
Sacerdote ou Membro de Ordem ou Seita Religiosa;55;0,0038;01/03/2023 13:21
Bancário e Economiário;82;0,0057;01/03/2023 13:21
Policial Civil;94;0,0065;01/03/2023 13:21
Trabalhador Metalúrgico e Siderúrgico;13;0,0009;01/03/2023 13:21
Supervisor, Inspetor e Agente de Compras e Vendas;22;0,0015;01/03/2023 13:21
Agenciador de Propaganda;3;0,0002;01/03/2023 13:21
Cabeleireiro e Barbeiro;60;0,0042;01/03/2023 13:21
Comunicólogo;7;0,0005;01/03/2023 13:21
Leiloeiro, Avaliador e Assemelhados;2;0,0001;01/03/2023 13:21
Guia de Turismo;1;0,0001;01/03/2023 13:21
Guardador de Veículos;2;0,0001;01/03/2023 13:21
Trabalhador em Atividade de Processamento Químico;2;0,0001;01/03/2023 13:21
Nutricionista e Assemelhados;1;0,0001;01/03/2023 13:21
Modelo;1;0,0001;01/03/2023 13:21
Professor e Instrutor de Formação Profissional;61;0,0042;01/03/2023 13:21
Agente Postal;8;0,0006;01/03/2023 13:21
Vendedor de Comércio Varejista e Atacadista;65;0,0045;01/03/2023 13:21
Artesão;27;0,0019;01/03/2023 13:21
Petroleiro;6;0,0004;01/03/2023 13:21
Tabelião;6;0,0004;01/03/2023 13:21
Químico;7;0,0005;01/03/2023 13:21
Agente de Viagem;4;0,0003;01/03/2023 13:21
Senador;1;0,0001;01/03/2023 13:21
Corretor de Imóveis, Seguros, Títulos e Valores;106;0,0074;01/03/2023 13:21
Serventuário de Justiça;14;0,001;01/03/2023 13:21
Lanterneiro e Pintor de Veículos;5;0,0003;01/03/2023 13:21
Vigilante;74;0,0051;01/03/2023 13:21
Enfermeiro;73;0,0051;01/03/2023 13:21
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);55;0,0038;01/03/2023 13:21
Salva-Vidas;3;0,0002;01/03/2023 13:21
Almoxarife;6;0,0004;01/03/2023 13:21
Artista de Circo;2;0,0001;01/03/2023 13:21
Detetive Particular;3;0,0002;01/03/2023 13:21
Aposentado (Exceto Servidor Público);348;0,0242;01/03/2023 13:21
Motorista Particular;63;0,0044;01/03/2023 13:21
Técnico de Eletricidade, Eletrônica e Telecomunicações;20;0,0014;01/03/2023 13:21
Auxiliar de Laboratório;8;0,0006;01/03/2023 13:21
Faxineiro;2;0,0001;01/03/2023 13:21
Trabalhador de Artes Gráficas;3;0,0002;01/03/2023 13:21
Carvoeiro;1;0,0001;01/03/2023 13:21
Taxista;42;0,0029;01/03/2023 13:21
Militar Reformado;106;0,0074;01/03/2023 13:21
Contador;121;0,0084;01/03/2023 13:21
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;12;0,0008;01/03/2023 13:21
Pescador;12;0,0008;01/03/2023 13:21
Desenhista;8;0,0006;01/03/2023 13:21
Operador de Equipamento de Rádio, Televisão, Som e Cinema;8;0,0006;01/03/2023 13:21
Atleta Profissional e Técnico em Desportos;16;0,0011;01/03/2023 13:21
Servidor Público Civil Aposentado;33;0,0023;01/03/2023 13:21
Joalheiro e Ourives;2;0,0001;01/03/2023 13:21
Gerente;79;0,0055;01/03/2023 13:21
Médico;439;0,0305;01/03/2023 13:21
Policial Militar;307;0,0213;01/03/2023 13:21
Dona de Casa;210;0,0146;01/03/2023 13:21
Agente Administrativo;132;0,0092;01/03/2023 13:21
Assistente Social;35;0,0024;01/03/2023 13:21
Economista;69;0,0048;01/03/2023 13:21
Manicure e Maquilador;6;0,0004;01/03/2023 13:21
Analista de Sistemas;24;0,0017;01/03/2023 13:21
Gari ou Lixeiro;8;0,0006;01/03/2023 13:21
Jardineiro;6;0,0004;01/03/2023 13:21
Operador de Aparelhos de Produção Industrial;10;0,0007;01/03/2023 13:21
Antropólogo;1;0,0001;01/03/2023 13:21
Oceanógrafo;3;0,0002;01/03/2023 13:21
Fiscal de Transporte Coletivo;3;0,0002;01/03/2023 13:21
Garimpeiro;5;0,0003;01/03/2023 13:21
Tapeceiro;3;0,0002;01/03/2023 13:21
Músico;57;0,004;01/03/2023 13:21
Fiscal;28;0,0019;01/03/2023 13:21
Recepcionista;22;0,0015;01/03/2023 13:21
Secretário e Datilógrafo;62;0,0043;01/03/2023 13:21
Fisioterapeuta e Terapeuta Ocupacional;24;0,0017;01/03/2023 13:21
Pedagogo;80;0,0056;01/03/2023 13:21
Cozinheiro;8;0,0006;01/03/2023 13:21
Torneiro Mecânico;4;0,0003;01/03/2023 13:21
Técnico de Química;2;0,0001;01/03/2023 13:21
Cobrador de Transporte Coletivo;14;0,001;01/03/2023 13:21
Arquivista e Museólogo;2;0,0001;01/03/2023 13:21
Ferroviário;1;0,0001;01/03/2023 13:21
Engenheiro;188;0,0131;01/03/2023 13:21
Servidor Público Municipal;282;0,0196;01/03/2023 13:21
Veterinário;28;0,0019;01/03/2023 13:21
Administrador;319;0,0222;01/03/2023 13:21
Motorista de Veículos de Transporte de Carga;39;0,0027;01/03/2023 13:21
Bombeiro Militar;37;0,0026;01/03/2023 13:21
Porteiro de Edifício, Ascensorista, Garagista e Zelador;20;0,0014;01/03/2023 13:21
Escritor e Crítico;12;0,0008;01/03/2023 13:21
Eletricista e Assemelhados;53;0,0037;01/03/2023 13:21
Agrônomo;19;0,0013;01/03/2023 13:21
Operador de Computador;4;0,0003;01/03/2023 13:21
Geólogo;5;0,0003;01/03/2023 13:21
Encanador, Soldador, Chapeador e Caldeireiro;4;0,0003;01/03/2023 13:21
Magistrado;1;0,0001;01/03/2023 13:21
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;1;0,0001;01/03/2023 13:21
Advogado;795;0,0553;01/03/2023 13:21
Professor de Ensino Médio;416;0,0289;01/03/2023 13:21
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;109;0,0076;01/03/2023 13:21
Membro do Ministério Público;6;0,0004;01/03/2023 13:21
Arqueólogo;1;0,0001;01/03/2023 13:21
Montador de Estrutura Metálica;3;0,0002;01/03/2023 13:21
Digitador;8;0,0006;01/03/2023 13:21
Feirante, Ambulante e Mascate;9;0,0006;01/03/2023 13:21
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;3;0,0002;01/03/2023 13:21
Atendente de Lanchonete e Restaurante;8;0,0006;01/03/2023 13:21
Técnico de Laboratório e Raios X;8;0,0006;01/03/2023 13:21
Cortador, Polidor e Gravador de Pedras;1;0,0001;01/03/2023 13:21
Programador de Computador;3;0,0002;01/03/2023 13:21
Geógrafo;2;0,0001;01/03/2023 13:21
Mecânico de Manutenção;34;0,0024;01/03/2023 13:21
Esteticista;4;0,0003;01/03/2023 13:21
Protético;12;0,0008;01/03/2023 13:21
Despachante;15;0,001;01/03/2023 13:21
Agente de Serviços Funerários e Embalsamador;1;0,0001;01/03/2023 13:21
Fonoaudiólogo;3;0,0002;01/03/2023 13:21
Ministro de Estado;1;0,0001;01/03/2023 13:21
Auxiliar de Escritório e Assemelhados;124;0,0086;01/03/2023 13:21
Vereador;587;0,0408;01/03/2023 13:21
Trabalhador Rural;15;0,001;01/03/2023 13:21
Ocupante de Cargo em Comissão;15;0,001;01/03/2023 13:21
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;32;0,0022;01/03/2023 13:21
Massagista;5;0,0003;01/03/2023 13:21
Diretor de Estabelecimento de Ensino;15;0,001;01/03/2023 13:21
Astrólogo;1;0,0001;01/03/2023 13:21
Catador de Recicláveis;3;0,0002;01/03/2023 13:21
Decorador;4;0,0003;01/03/2023 13:21
Professor de Ensino Fundamental;185;0,0129;01/03/2023 13:21
Representante Comercial;78;0,0054;01/03/2023 13:21
Serralheiro;6;0,0004;01/03/2023 13:21
