Ocupação;Quantitativo;Porcentagem;Data de carga
Militar Reformado;108;0,0102;14/01/2025 03:36
Taxista;15;0,0014;14/01/2025 03:36
Servidor Público Civil Aposentado;58;0,0055;14/01/2025 03:36
Contador;52;0,0049;14/01/2025 03:36
Desenhista;3;0,0003;14/01/2025 03:36
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;4;0,0004;14/01/2025 03:36
PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;27;0,0025;14/01/2025 03:36
PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA, FAXINEIRO E ZELADOR;2;0,0002;14/01/2025 03:36
Pescador;11;0,001;14/01/2025 03:36
Operador de Equipamento de Rádio, Televisão, Som e Cinema;3;0,0003;14/01/2025 03:36
Atleta Profissional e Técnico em Desportos;9;0,0008;14/01/2025 03:36
Analista de Sistemas;24;0,0023;14/01/2025 03:36
Assistente Social;69;0,0065;14/01/2025 03:36
Gerente;38;0,0036;14/01/2025 03:36
Agente Administrativo;60;0,0056;14/01/2025 03:36
Médico;309;0,0291;14/01/2025 03:36
Policial Militar;304;0,0286;14/01/2025 03:36
Manicure e Maquilador;5;0,0005;14/01/2025 03:36
Gari ou Lixeiro;9;0,0008;14/01/2025 03:36
Dona de Casa;118;0,0111;14/01/2025 03:36
Garimpeiro;2;0,0002;14/01/2025 03:36
Operador de Aparelhos de Produção Industrial;5;0,0005;14/01/2025 03:36
Jardineiro;3;0,0003;14/01/2025 03:36
Tapeceiro;2;0,0002;14/01/2025 03:36
Economista;54;0,0051;14/01/2025 03:36
Oceanógrafo;1;0,0001;14/01/2025 03:36
Antropólogo;2;0,0002;14/01/2025 03:36
Pedagogo;62;0,0058;14/01/2025 03:36
Fiscal;7;0,0007;14/01/2025 03:36
SECRETÁRIO,ESTENÓGRAFO,DATILÓGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUÍGRAF;14;0,0013;14/01/2025 03:36
Recepcionista;9;0,0008;14/01/2025 03:36
Ferroviário;1;0,0001;14/01/2025 03:36
Torneiro Mecânico;1;0,0001;14/01/2025 03:36
Músico;43;0,004;14/01/2025 03:36
Cozinheiro;14;0,0013;14/01/2025 03:36
Secretário e Datilógrafo;11;0,001;14/01/2025 03:36
Fisioterapeuta e Terapeuta Ocupacional;29;0,0027;14/01/2025 03:36
Cobrador de Transporte Coletivo;5;0,0005;14/01/2025 03:36
