Ocupação;Quantitativo;Porcentagem;Ano
Senador;1;0,0001;2010
Corretor de Imóveis, Seguros, Títulos e Valores;106;0,0074;2010
Serventuário de Justiça;14;0,001;2010
Lanterneiro e Pintor de Veículos;5;0,0003;2010
Vigilante;74;0,0051;2010
Enfermeiro;73;0,0051;2010
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);55;0,0038;2010
Salva-Vidas;3;0,0002;2010
Almoxarife;6;0,0004;2010
Artista de Circo;2;0,0001;2010
Detetive Particular;3;0,0002;2010
Aposentado (Exceto Servidor Público);348;0,0242;2010
Motorista Particular;63;0,0044;2010
Técnico de Eletricidade, Eletrônica e Telecomunicações;20;0,0014;2010
Auxiliar de Laboratório;8;0,0006;2010
Faxineiro;2;0,0001;2010
Trabalhador de Artes Gráficas;3;0,0002;2010
Carvoeiro;1;0,0001;2010
Taxista;42;0,0029;2010
Militar Reformado;106;0,0074;2010
Contador;121;0,0084;2010
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;12;0,0008;2010
Pescador;12;0,0008;2010
Desenhista;8;0,0006;2010
Operador de Equipamento de Rádio, Televisão, Som e Cinema;8;0,0006;2010
Atleta Profissional e Técnico em Desportos;16;0,0011;2010
Servidor Público Civil Aposentado;33;0,0023;2010
Joalheiro e Ourives;2;0,0001;2010
Gerente;79;0,0055;2010
Médico;439;0,0305;2010
Policial Militar;307;0,0213;2010
Dona de Casa;210;0,0146;2010
Agente Administrativo;132;0,0092;2010
Assistente Social;35;0,0024;2010
Economista;69;0,0048;2010
Manicure e Maquilador;6;0,0004;2010
Analista de Sistemas;24;0,0017;2010
Gari ou Lixeiro;8;0,0006;2010
Jardineiro;6;0,0004;2010
Operador de Aparelhos de Produção Industrial;10;0,0007;2010
Antropólogo;1;0,0001;2010
Oceanógrafo;3;0,0002;2010
Fiscal de Transporte Coletivo;3;0,0002;2010
Garimpeiro;5;0,0003;2010
Tapeceiro;3;0,0002;2010
Músico;57;0,004;2010
Fiscal;28;0,0019;2010
Recepcionista;22;0,0015;2010
Secretário e Datilógrafo;62;0,0043;2010
Fisioterapeuta e Terapeuta Ocupacional;24;0,0017;2010
Pedagogo;80;0,0056;2010
Cozinheiro;8;0,0006;2010
Torneiro Mecânico;4;0,0003;2010
Técnico de Química;2;0,0001;2010
Cobrador de Transporte Coletivo;14;0,001;2010
Arquivista e Museólogo;2;0,0001;2010
Ferroviário;1;0,0001;2010
Engenheiro;188;0,0131;2010
Servidor Público Municipal;282;0,0196;2010
Veterinário;28;0,0019;2010
Administrador;319;0,0222;2010
Motorista de Veículos de Transporte de Carga;39;0,0027;2010
Bombeiro Militar;37;0,0026;2010
Porteiro de Edifício, Ascensorista, Garagista e Zelador;20;0,0014;2010
Escritor e Crítico;12;0,0008;2010
Eletricista e Assemelhados;53;0,0037;2010
Agrônomo;19;0,0013;2010
Operador de Computador;4;0,0003;2010
Geólogo;5;0,0003;2010
Encanador, Soldador, Chapeador e Caldeireiro;4;0,0003;2010
Magistrado;1;0,0001;2010
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;1;0,0001;2010
Advogado;795;0,0553;2010
Professor de Ensino Médio;416;0,0289;2010
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;109;0,0076;2010
Membro do Ministério Público;6;0,0004;2010
Arqueólogo;1;0,0001;2010
Montador de Estrutura Metálica;3;0,0002;2010
Digitador;8;0,0006;2010
Feirante, Ambulante e Mascate;9;0,0006;2010
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;3;0,0002;2010
Atendente de Lanchonete e Restaurante;8;0,0006;2010
Técnico de Laboratório e Raios X;8;0,0006;2010
Cortador, Polidor e Gravador de Pedras;1;0,0001;2010
Programador de Computador;3;0,0002;2010
Geógrafo;2;0,0001;2010
Mecânico de Manutenção;34;0,0024;2010
Esteticista;4;0,0003;2010
Protético;12;0,0008;2010
Despachante;15;0,001;2010
Agente de Serviços Funerários e Embalsamador;1;0,0001;2010
Fonoaudiólogo;3;0,0002;2010
Ministro de Estado;1;0,0001;2010
Auxiliar de Escritório e Assemelhados;124;0,0086;2010
Vereador;587;0,0408;2010
Trabalhador Rural;15;0,001;2010
Ocupante de Cargo em Comissão;15;0,001;2010
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;32;0,0022;2010
Massagista;5;0,0003;2010
Diretor de Estabelecimento de Ensino;15;0,001;2010
Astrólogo;1;0,0001;2010
Catador de Recicláveis;3;0,0002;2010
Decorador;4;0,0003;2010
Professor de Ensino Fundamental;185;0,0129;2010
Representante Comercial;78;0,0054;2010
Serralheiro;6;0,0004;2010
Locutor e Comentarista de Rádio e Televisão e Radialista;86;0,006;2010
Farmacêutico;27;0,0019;2010
Diretor de Empresas;42;0,0029;2010
Jornaleiro;3;0,0002;2010
Astrônomo;8;0,0006;2010
Cientista Político;4;0,0003;2010
Chaveiro;2;0,0001;2010
Biomédico;5;0,0003;2010
Odontólogo;67;0,0047;2010
Industrial;31;0,0022;2010
Empregado Doméstico;7;0,0005;2010
Produtor Agropecuário;41;0,0029;2010
Comerciário;91;0,0063;2010
Membro das Forças Armadas;27;0,0019;2010
Agente de Saúde e Sanitarista;36;0,0025;2010
Biólogo;15;0,001;2010
Relações-Públicas;11;0,0008;2010
Telefonista;16;0,0011;2010
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;4;0,0003;2010
Bibliotecário;4;0,0003;2010
Técnico de Mineração, Metalurgia e Geologia;3;0,0002;2010
Técnico Têxtil;1;0,0001;2010
Lavador de Veículos;2;0,0001;2010
Servidor Público Estadual;547;0,038;2010
Professor de Ensino Superior;185;0,0129;2010
Comerciante;797;0,0554;2010
Deputado;627;0,0436;2010
Motorista de Veículos de Transporte Coletivo de Passageiros;68;0,0047;2010
Psicólogo;34;0,0024;2010
Securitário;1;0,0001;2010
Motoboy;20;0,0014;2010
Fotógrafo e Assemelhados;18;0,0013;2010
Técnico em Agronomia e Agrimensura;9;0,0006;2010
Trabalhador de Fabricação de Roupas;3;0,0002;2010
Trabalhador de Fabricação e Preparação de Alimentos e Bebidas;2;0,0001;2010
Servidor da Justiça Eleitoral;1;0,0001;2010
Servidor Público Federal;215;0,015;2010
Jornalista e Redator;141;0,0098;2010
Terapeuta;11;0,0008;2010
Trabalhador de Construção Civil;31;0,0022;2010
Agricultor;154;0,0107;2010
Ator e Diretor de Espetáculos Públicos;17;0,0012;2010
Produtor de Espetáculos Públicos;22;0,0015;2010
Demonstrador;1;0,0001;2010
Arquiteto;25;0,0017;2010
Bombeiro Civil;3;0,0002;2010
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;3;0,0002;2010
Fiandeiro, Tecelão, Tingidor e Assemelhados;3;0,0002;2010
Alfaiate e Costureiro;3;0,0002;2010
Operador de Instalação de Produção de Energia Elétrica e Nuclear;2;0,0001;2010
Sociólogo;21;0,0012;2014
Estudante, Bolsista, Estagiário e Assemelhados;375;0,0221;2014
Cantor e Compositor;66;0,0039;2014
Técnico em Informática;17;0,001;2014
Padeiro, Confeiteiro e Assemelhados;9;0,0005;2014
Artista Plástico e Assemelhados;27;0,0016;2014
Publicitário;52;0,0031;2014
Carpinteiro, Marceneiro e Assemelhados;12;0,0007;2014
Pecuarista;47;0,0028;2014
Técnico de Mecânica;7;0,0004;2014
Garçom;8;0,0005;2014
Historiador;13;0,0008;2014
Frentista;4;0,0002;2014
Técnico em Edificações;4;0,0002;2014
Funileiro;2;0,0001;2014
Estivador, Carregador e Assemelhados;4;0,0002;2014
Técnico de Biologia;1;0,0001;2014
Zootecnista;2;0,0001;2014
Tradutor, Intérprete e Filólogo;1;0,0001;2014
Empresário;1607;0,0945;2014
Sacerdote ou Membro de Ordem ou Seita Religiosa;70;0,0041;2014
Cabeleireiro e Barbeiro;110;0,0065;2014
Trabalhador Metalúrgico e Siderúrgico;11;0,0006;2014
Bancário e Economiário;76;0,0045;2014
Policial Civil;111;0,0065;2014
Supervisor, Inspetor e Agente de Compras e Vendas;23;0,0014;2014
Guardador de Veículos;1;0,0001;2014
Nutricionista e Assemelhados;11;0,0006;2014
Guia de Turismo;8;0,0005;2014
Trabalhador em Atividade de Processamento Químico;2;0,0001;2014
Comunicólogo;13;0,0008;2014
Office-Boy e Contínuo;1;0,0001;2014
Modelo;2;0,0001;2014
Agenciador de Propaganda;1;0,0001;2014
Montador de Máquinas;1;0,0001;2014
Professor e Instrutor de Formação Profissional;61;0,0036;2014
Vendedor de Comércio Varejista e Atacadista;106;0,0062;2014
Agente Postal;9;0,0005;2014
Químico;7;0,0004;2014
Petroleiro;6;0,0004;2014
Agente de Viagem;8;0,0005;2014
Tabelião;3;0,0002;2014
Artesão;17;0,001;2014
Economista Doméstico;1;0,0001;2014
Senador;1;0,0001;2014
Corretor de Imóveis, Seguros, Títulos e Valores;149;0,0088;2014
Vigilante;92;0,0054;2014
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);72;0,0042;2014
Enfermeiro;114;0,0067;2014
Serventuário de Justiça;13;0,0008;2014
Artista de Circo;7;0,0004;2014
Detetive Particular;3;0,0002;2014
Almoxarife;8;0,0005;2014
Estofador;2;0,0001;2014
Capitalista de Ativos Financeiros;1;0,0001;2014
Lanterneiro e Pintor de Veículos;2;0,0001;2014
Aposentado (Exceto Servidor Público);397;0,0233;2014
Prefeito;2;0,0001;2014
Motorista Particular;73;0,0043;2014
Técnico de Eletricidade, Eletrônica e Telecomunicações;25;0,0015;2014
Trabalhador de Artes Gráficas;2;0,0001;2014
Faxineiro;6;0,0004;2014
Auxiliar de Laboratório;4;0,0002;2014
Engraxate;1;0,0001;2014
Leiturista;1;0,0001;2014
Militar Reformado;85;0,005;2014
Pescador;14;0,0008;2014
Contador;161;0,0095;2014
Taxista;50;0,0029;2014
Servidor Público Civil Aposentado;56;0,0033;2014
Atleta Profissional e Técnico em Desportos;17;0,001;2014
Desenhista;5;0,0003;2014
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;9;0,0005;2014
Operador de Equipamento de Rádio, Televisão, Som e Cinema;16;0,0009;2014
Trabalhador de Hotelaria;1;0,0001;2014
Joalheiro e Ourives;1;0,0001;2014
Policial Militar;363;0,0213;2014
Médico;378;0,0222;2014
Gerente;76;0,0045;2014
Agente Administrativo;134;0,0079;2014
Analista de Sistemas;22;0,0013;2014
Dona de Casa;403;0,0237;2014
Assistente Social;71;0,0042;2014
Gari ou Lixeiro;13;0,0008;2014
Economista;47;0,0028;2014
Operador de Aparelhos de Produção Industrial;8;0,0005;2014
Manicure e Maquilador;15;0,0009;2014
Matemático e Atuário;1;0,0001;2014
Garimpeiro;1;0,0001;2014
Jardineiro;8;0,0005;2014
Tapeceiro;2;0,0001;2014
Oceanógrafo;3;0,0002;2014
Fiscal de Transporte Coletivo;1;0,0001;2014
Ceramista e Oleiro;1;0,0001;2014
Músico;59;0,0035;2014
Secretário e Datilógrafo;95;0,0056;2014
Pedagogo;106;0,0062;2014
Fisioterapeuta e Terapeuta Ocupacional;36;0,0021;2014
Fiscal;27;0,0016;2014
Recepcionista;32;0,0019;2014
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;1;0,0001;2014
Cozinheiro;22;0,0013;2014
Torneiro Mecânico;4;0,0002;2014
Cobrador de Transporte Coletivo;9;0,0005;2014
Técnico de Química;1;0,0001;2014
Ferroviário;2;0,0001;2014
Eletricista e Assemelhados;53;0,0031;2014
Porteiro de Edifício, Ascensorista, Garagista e Zelador;23;0,0014;2014
Veterinário;21;0,0012;2014
Administrador;491;0,0289;2014
Servidor Público Municipal;429;0,0252;2014
Engenheiro;144;0,0085;2014
Bombeiro Militar;72;0,0042;2014
Motorista de Veículos de Transporte de Carga;34;0,002;2014
Agrônomo;23;0,0014;2014
Escritor e Crítico;12;0,0007;2014
Geólogo;3;0,0002;2014
Trabalhador Florestal;1;0,0001;2014
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;1;0,0001;2014
Encanador, Soldador, Chapeador e Caldeireiro;2;0,0001;2014
Embalador, Empacotador e Assemelhados;1;0,0001;2014
Comandante de Embarcações;1;0,0001;2014
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;1;0,0001;2014
Operador de Computador;1;0,0001;2014
Advogado;814;0,0479;2014
Professor de Ensino Médio;509;0,0299;2014
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;125;0,0074;2014
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;3;0,0002;2014
Feirante, Ambulante e Mascate;14;0,0008;2014
Técnico de Laboratório e Raios X;17;0,001;2014
Membro do Ministério Público;1;0,0001;2014
Montador de Estrutura Metálica;1;0,0001;2014
Digitador;5;0,0003;2014
Geógrafo;5;0,0003;2014
Programador de Computador;2;0,0001;2014
Atendente de Lanchonete e Restaurante;2;0,0001;2014
Despachante;11;0,0006;2014
Mecânico de Manutenção;30;0,0018;2014
Esteticista;12;0,0007;2014
Protético;8;0,0005;2014
Ministro de Estado;4;0,0002;2014
Fonoaudiólogo;3;0,0002;2014
Vereador;765;0,045;2014
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;55;0,0032;2014
Ocupante de Cargo em Comissão;22;0,0013;2014
Diretor de Estabelecimento de Ensino;15;0,0009;2014
Auxiliar de Escritório e Assemelhados;177;0,0104;2014
Massagista;3;0,0002;2014
Trabalhador Rural;21;0,0012;2014
Astrólogo;2;0,0001;2014
Decorador;2;0,0001;2014
Catador de Recicláveis;1;0,0001;2014
Professor de Ensino Fundamental;261;0,0153;2014
Locutor e Comentarista de Rádio e Televisão e Radialista;87;0,0051;2014
Representante Comercial;90;0,0053;2014
Cientista Político;5;0,0003;2014
Farmacêutico;28;0,0016;2014
Coveiro;2;0,0001;2014
Astrônomo;8;0,0005;2014
Diretor de Empresas;24;0,0014;2014
Serralheiro;7;0,0004;2014
Jornaleiro;3;0,0002;2014
Biomédico;5;0,0003;2014
Chaveiro;1;0,0001;2014
Trabalhador de Fabricação de Calçados e Artefatos de Couro;1;0,0001;2014
Comerciário;68;0,004;2014
Odontólogo;51;0,003;2014
Agente de Saúde e Sanitarista;47;0,0028;2014
Relações-Públicas;8;0,0005;2014
Biólogo;20;0,0012;2014
Empregado Doméstico;15;0,0009;2014
Bibliotecário;2;0,0001;2014
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;2;0,0001;2014
Membro das Forças Armadas;31;0,0018;2014
Industrial;20;0,0012;2014
Telefonista;13;0,0008;2014
Produtor Agropecuário;46;0,0027;2014
Técnico Têxtil;1;0,0001;2014
Fotógrafo e Assemelhados;23;0,0014;2014
Comerciante;710;0,0418;2014
Deputado;633;0,0372;2014
Servidor Público Estadual;581;0,0342;2014
Professor de Ensino Superior;190;0,0112;2014
Motorista de Veículos de Transporte Coletivo de Passageiros;64;0,0038;2014
Psicólogo;52;0,0031;2014
Motoboy;18;0,0011;2014
Securitário;6;0,0004;2014
Técnico em Agronomia e Agrimensura;12;0,0007;2014
Trabalhador de Fabricação de Roupas;6;0,0004;2014
Servidor Público Federal;245;0,0144;2014
Jornalista e Redator;203;0,0119;2014
Agricultor;146;0,0086;2014
Trabalhador de Construção Civil;31;0,0018;2014
Ator e Diretor de Espetáculos Públicos;16;0,0009;2014
Arquiteto;16;0,0009;2014
Alfaiate e Costureiro;10;0,0006;2014
Produtor de Espetáculos Públicos;17;0,001;2014
Terapeuta;15;0,0009;2014
Estatístico;1;0,0001;2014
Bombeiro Civil;3;0,0002;2014
Fiandeiro, Tecelão, Tingidor e Assemelhados;1;0,0001;2014
Relojoeiro e Montador de Instrumento de Precisão;1;0,0001;2014
Trabalhador de Usinagem de Metais;1;0,0001;2014
Historiador;12;0,0007;2018
Artista Plástico e Assemelhados;19;0,0011;2018
Publicitário;48;0,0027;2018
Tradutor, Intérprete e Filólogo;3;0,0002;2018
Sociólogo;20;0,0011;2018
Frentista;5;0,0003;2018
Funileiro;2;0,0001;2018
Garçom;19;0,0011;2018
Padeiro, Confeiteiro e Assemelhados;9;0,0005;2018
Paramédico;1;0,0001;2018
Estudante, Bolsista, Estagiário e Assemelhados;361;0,0201;2018
Cantor e Compositor;44;0,0024;2018
Técnico de Biologia;1;0,0001;2018
Carpinteiro, Marceneiro e Assemelhados;14;0,0008;2018
Zootecnista;6;0,0003;2018
Pecuarista;35;0,0019;2018
Técnico de Mecânica;7;0,0004;2018
Técnico em Informática;18;0,001;2018
Técnico em Edificações;8;0,0004;2018
Empresário;1830;0,1018;2018
Bancário e Economiário;54;0,003;2018
Trabalhador Metalúrgico e Siderúrgico;11;0,0006;2018
Policial Civil;127;0,0071;2018
Office-Boy e Contínuo;1;0,0001;2018
Montador de Máquinas;1;0,0001;2018
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);2;0,0001;2018
Sacerdote ou Membro de Ordem ou Seita Religiosa;79;0,0044;2018
Guia de Turismo;5;0,0003;2018
Cabeleireiro e Barbeiro;133;0,0074;2018
Supervisor, Inspetor e Agente de Compras e Vendas;24;0,0013;2018
Modelo;6;0,0003;2018
Comunicólogo;10;0,0006;2018
Nutricionista e Assemelhados;17;0,0009;2018
Professor e Instrutor de Formação Profissional;74;0,0041;2018
Artesão;38;0,0021;2018
Agente de Viagem;3;0,0002;2018
Vendedor de Comércio Varejista e Atacadista;99;0,0055;2018
Tabelião;3;0,0002;2018
Agente Postal;6;0,0003;2018
Químico;5;0,0003;2018
Petroleiro;5;0,0003;2018
Economista Doméstico;2;0,0001;2018
Comissário de Bordo;1;0,0001;2018
Artista de Circo;6;0,0003;2018
Escultor e Pintor;4;0,0002;2018
Corretor de Imóveis, Seguros, Títulos e Valores;174;0,0097;2018
Vigilante;122;0,0068;2018
Enfermeiro;143;0,008;2018
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);89;0,005;2018
Serventuário de Justiça;7;0,0004;2018
Capitalista de Ativos Financeiros;1;0,0001;2018
Almoxarife;4;0,0002;2018
Lanterneiro e Pintor de Veículos;2;0,0001;2018
Salva-Vidas;1;0,0001;2018
Detetive Particular;6;0,0003;2018
Leiturista;1;0,0001;2018
Motorista Particular;119;0,0066;2018
Aposentado (Exceto Servidor Público);477;0,0265;2018
Engraxate;1;0,0001;2018
Auxiliar de Laboratório;6;0,0003;2018
Técnico de Eletricidade, Eletrônica e Telecomunicações;17;0,0009;2018
Faxineiro;10;0,0006;2018
Prefeito;6;0,0003;2018
Contador;130;0,0072;2018
Taxista;57;0,0032;2018
Militar Reformado;123;0,0068;2018
Servidor Público Civil Aposentado;80;0,0045;2018
Desenhista;5;0,0003;2018
Pescador;23;0,0013;2018
Operador de Equipamento de Rádio, Televisão, Som e Cinema;2;0,0001;2018
Atleta Profissional e Técnico em Desportos;18;0,001;2018
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;11;0,0006;2018
Trabalhador de Fabricação, Vulcanização e Reparação de Pneumáticos;1;0,0001;2018
Trabalhador de Hotelaria;1;0,0001;2018
Médico;372;0,0207;2018
Jardineiro;3;0,0002;2018
Policial Militar;386;0,0215;2018
Dona de Casa;324;0,018;2018
Gerente;89;0,005;2018
Analista de Sistemas;27;0,0015;2018
Operador de Aparelhos de Produção Industrial;12;0,0007;2018
Gari ou Lixeiro;16;0,0009;2018
Ceramista e Oleiro;1;0,0001;2018
Agente Administrativo;87;0,0048;2018
Assistente Social;128;0,0071;2018
Antropólogo;2;0,0001;2018
Economista;53;0,0029;2018
Garimpeiro;3;0,0002;2018
Matemático e Atuário;2;0,0001;2018
Manicure e Maquilador;11;0,0006;2018
Tapeceiro;1;0,0001;2018
Oceanógrafo;5;0,0003;2018
Fiscal;18;0,001;2018
Músico;64;0,0036;2018
Cozinheiro;33;0,0018;2018
Secretário e Datilógrafo;59;0,0033;2018
Fisioterapeuta e Terapeuta Ocupacional;35;0,0019;2018
Cobrador de Transporte Coletivo;15;0,0008;2018
Pedagogo;112;0,0062;2018
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;2;0,0001;2018
Recepcionista;24;0,0013;2018
Técnico de Química;3;0,0002;2018
Arquivista e Museólogo;2;0,0001;2018
Torneiro Mecânico;4;0,0002;2018
Ferroviário;3;0,0002;2018
Agrônomo;21;0,0012;2018
Geólogo;3;0,0002;2018
Engenheiro;189;0,0105;2018
Administrador;396;0,022;2018
Porteiro de Edifício, Ascensorista, Garagista e Zelador;21;0,0012;2018
Magistrado;3;0,0002;2018
Servidor Público Municipal;334;0,0186;2018
Encanador, Soldador, Chapeador e Caldeireiro;6;0,0003;2018
Governanta;1;0,0001;2018
Motorista de Veículos de Transporte de Carga;43;0,0024;2018
Veterinário;34;0,0019;2018
Bombeiro Militar;55;0,0031;2018
Operador de Computador;5;0,0003;2018
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;4;0,0002;2018
Eletricista e Assemelhados;41;0,0023;2018
Embalador, Empacotador e Assemelhados;1;0,0001;2018
Comandante de Embarcações;1;0,0001;2018
Escritor e Crítico;14;0,0008;2018
Trabalhador Florestal;2;0,0001;2018
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;152;0,0085;2018
Advogado;926;0,0515;2018
Feirante, Ambulante e Mascate;15;0,0008;2018
Técnico de Laboratório e Raios X;12;0,0007;2018
Professor de Ensino Médio;416;0,0231;2018
Atendente de Lanchonete e Restaurante;10;0,0006;2018
Montador de Estrutura Metálica;5;0,0003;2018
Digitador;5;0,0003;2018
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;5;0,0003;2018
Membro do Ministério Público;3;0,0002;2018
Programador de Computador;5;0,0003;2018
Geógrafo;3;0,0002;2018
Mecânico de Manutenção;41;0,0023;2018
Despachante;16;0,0009;2018
Ministro de Estado;1;0,0001;2018
Esteticista;20;0,0011;2018
Protético;1;0,0001;2018
Fonoaudiólogo;6;0,0003;2018
Agente de Serviços Funerários e Embalsamador;2;0,0001;2018
Auxiliar de Escritório e Assemelhados;145;0,0081;2018
Vereador;641;0,0357;2018
Astrólogo;1;0,0001;2018
Ocupante de Cargo em Comissão;13;0,0007;2018
Massagista;6;0,0003;2018
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;41;0,0023;2018
Diretor de Estabelecimento de Ensino;15;0,0008;2018
Catador de Recicláveis;4;0,0002;2018
Trabalhador Rural;28;0,0016;2018
Decorador;2;0,0001;2018
Professor de Ensino Fundamental;269;0,015;2018
Jornaleiro;4;0,0002;2018
Locutor e Comentarista de Rádio e Televisão e Radialista;89;0,005;2018
Biomédico;7;0,0004;2018
Representante Comercial;93;0,0052;2018
Serralheiro;9;0,0005;2018
Cientista Político;6;0,0003;2018
Coreógrafo e Bailarino;2;0,0001;2018
Astrônomo;7;0,0004;2018
Farmacêutico;31;0,0017;2018
Chaveiro;2;0,0001;2018
Diretor de Empresas;17;0,0009;2018
Empregado Doméstico;13;0,0007;2018
Comerciário;46;0,0026;2018
Telefonista;12;0,0007;2018
Agente de Saúde e Sanitarista;58;0,0032;2018
Biólogo;15;0,0008;2018
Relações-Públicas;10;0,0006;2018
Odontólogo;63;0,0035;2018
Produtor Agropecuário;46;0,0026;2018
Industrial;11;0,0006;2018
Lavador de Veículos;1;0,0001;2018
Bibliotecário;5;0,0003;2018
Membro das Forças Armadas;49;0,0027;2018
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;4;0,0002;2018
Comerciante;707;0,0393;2018
Deputado;626;0,0348;2018
Servidor Público Estadual;433;0,0241;2018
Professor de Ensino Superior;218;0,0121;2018
Motoboy;21;0,0012;2018
Técnico em Agronomia e Agrimensura;12;0,0007;2018
Psicólogo;54;0,003;2018
Motorista de Veículos de Transporte Coletivo de Passageiros;85;0,0047;2018
Trabalhador de Fabricação de Roupas;1;0,0001;2018
Fotógrafo e Assemelhados;29;0,0016;2018
Agricultor;174;0,0097;2018
Ator e Diretor de Espetáculos Públicos;25;0,0014;2018
Arquiteto;36;0,002;2018
Servidor Público Federal;163;0,0091;2018
Jornalista e Redator;199;0,0111;2018
Estatístico;2;0,0001;2018
Produtor de Espetáculos Públicos;22;0,0012;2018
Trabalhador de Usinagem de Metais;2;0,0001;2018
Trabalhador de Construção Civil;31;0,0017;2018
Terapeuta;10;0,0006;2018
Relojoeiro e Montador de Instrumento de Precisão;1;0,0001;2018
Bombeiro Civil;13;0,0007;2018
Operador de Instalação de Produção de Energia Elétrica e Nuclear;3;0,0002;2018
Alfaiate e Costureiro;3;0,0002;2018
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;1;0,0001;2018
Porteiro de Edifício, Ascensorista, Garagista e Zelador;18;0,0011;2022
Engenheiro;205;0,0122;2022
Servidor Público Municipal;330;0,0197;2022
Administrador;513;0,0307;2022
Encanador, Soldador, Chapeador e Caldeireiro;1;0,0001;2022
Bombeiro Militar;59;0,0035;2022
Veterinário;29;0,0017;2022
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;1;0,0001;2022
Escritor e Crítico;12;0,0007;2022
Geólogo;3;0,0002;2022
Motorista de Veículos de Transporte de Carga;48;0,0029;2022
Embalador, Empacotador e Assemelhados;2;0,0001;2022
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;2;0,0001;2022
Eletricista e Assemelhados;32;0,0019;2022
Agrônomo;18;0,0011;2022
Comandante de Embarcações;1;0,0001;2022
Geógrafo;6;0,0004;2022
Feirante, Ambulante e Mascate;14;0,0008;2022
Advogado;1075;0,0642;2022
Arqueólogo;1;0,0001;2022
Professor de Ensino Médio;272;0,0163;2022
Técnico de Laboratório e Raios X;20;0,0012;2022
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;54;0,0032;2022
Programador de Computador;4;0,0002;2022
Atendente de Lanchonete e Restaurante;3;0,0002;2022
Bacteriologista e Assemelhados;1;0,0001;2022
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;1;0,0001;2022
Digitador;3;0,0002;2022
Esteticista;20;0,0012;2022
Protético;3;0,0002;2022
Despachante;14;0,0008;2022
Ministro de Estado;2;0,0001;2022
Mecânico de Manutenção;36;0,0022;2022
Agente de Serviços Funerários e Embalsamador;2;0,0001;2022
Fonoaudiólogo;12;0,0007;2022
Vereador;680;0,0406;2022
Decorador;4;0,0002;2022
Auxiliar de Escritório e Assemelhados;94;0,0056;2022
Massagista;6;0,0004;2022
Trabalhador Rural;14;0,0008;2022
Ocupante de Cargo em Comissão;11;0,0007;2022
CABELEIREIRO, BARBEIRO, MANICURE, MAQUILADOR, ESTETICISTA E MASSAGISTA;18;0,0011;2022
Diretor de Estabelecimento de Ensino;8;0,0005;2022
Catador de Recicláveis;6;0,0004;2022
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;33;0,002;2022
Jornaleiro;5;0,0003;2022
Astrônomo;1;0,0001;2022
Biomédico;9;0,0005;2022
Representante Comercial;68;0,0041;2022
Locutor e Comentarista de Rádio e Televisão e Radialista;69;0,0041;2022
Professor de Ensino Fundamental;189;0,0113;2022
Serralheiro;5;0,0003;2022
Coreógrafo e Bailarino;1;0,0001;2022
Chaveiro;4;0,0002;2022
Cientista Político;9;0,0005;2022
Diretor de Empresas;19;0,0011;2022
Farmacêutico;31;0,0019;2022
Bibliotecário;2;0,0001;2022
Biólogo;13;0,0008;2022
Produtor Agropecuário;58;0,0035;2022
Agente de Saúde e Sanitarista;37;0,0022;2022
Comerciário;34;0,002;2022
Industrial;9;0,0005;2022
Odontólogo;74;0,0044;2022
Técnico Têxtil;1;0,0001;2022
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;4;0,0002;2022
Membro das Forças Armadas;23;0,0014;2022
Relações-Públicas;9;0,0005;2022
Empregado Doméstico;13;0,0008;2022
Técnico de Mineração, Metalurgia e Geologia;4;0,0002;2022
Telefonista;4;0,0002;2022
