Ocupação;Quantitativo;Porcentagem;Data de carga
Garçom;7;0,0006;01/03/2023 16:46
Publicitário;54;0,0044;01/03/2023 16:46
Pecuarista;46;0,0038;01/03/2023 16:46
Padeiro, Confeiteiro e Assemelhados;5;0,0004;01/03/2023 16:46
Técnico em Informática;12;0,001;01/03/2023 16:46
Estudante, Bolsista, Estagiário e Assemelhados;227;0,0186;01/03/2023 16:46
Cantor e Compositor;28;0,0023;01/03/2023 16:46
Carpinteiro, Marceneiro e Assemelhados;16;0,0013;01/03/2023 16:46
Zootecnista;4;0,0003;01/03/2023 16:46
Historiador;4;0,0003;01/03/2023 16:46
Sociólogo;14;0,0011;01/03/2023 16:46
Frentista;5;0,0004;01/03/2023 16:46
Técnico de Mecânica;9;0,0007;01/03/2023 16:46
Técnico em Edificações;6;0,0005;01/03/2023 16:46
Artista Plástico e Assemelhados;10;0,0008;01/03/2023 16:46
Tradutor, Intérprete e Filólogo;1;0,0001;01/03/2023 16:46
Estivador, Carregador e Assemelhados;1;0,0001;01/03/2023 16:46
Funileiro;2;0,0002;01/03/2023 16:46
Empresário;841;0,0688;01/03/2023 16:46
Office-Boy e Contínuo;2;0,0002;01/03/2023 16:46
Cabeleireiro e Barbeiro;30;0,0025;01/03/2023 16:46
Policial Civil;67;0,0055;01/03/2023 16:46
Bancário e Economiário;90;0,0074;01/03/2023 16:46
Sacerdote ou Membro de Ordem ou Seita Religiosa;58;0,0047;01/03/2023 16:46
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);1;0,0001;01/03/2023 16:46
Supervisor, Inspetor e Agente de Compras e Vendas;15;0,0012;01/03/2023 16:46
Leiloeiro, Avaliador e Assemelhados;2;0,0002;01/03/2023 16:46
Guardador de Veículos;2;0,0002;01/03/2023 16:46
Agenciador de Propaganda;2;0,0002;01/03/2023 16:46
Nutricionista e Assemelhados;7;0,0006;01/03/2023 16:46
Trabalhador Metalúrgico e Siderúrgico;16;0,0013;01/03/2023 16:46
Montador de Máquinas;1;0,0001;01/03/2023 16:46
Guia de Turismo;3;0,0002;01/03/2023 16:46
Comunicólogo;1;0,0001;01/03/2023 16:46
Lavandeiro, Tintureiro e Assemelhados;1;0,0001;01/03/2023 16:46
Modelo;1;0,0001;01/03/2023 16:46
Vendedor de Comércio Varejista e Atacadista;84;0,0069;01/03/2023 16:46
Agente Postal;7;0,0006;01/03/2023 16:46
