Ocupação;Quantitativo;Porcentagem;Data de carga
Agenciador de Propaganda;1;0,0001;23/06/2021 18:50
Modelo;1;0,0001;23/06/2021 18:50
Professor e Instrutor de Formação Profissional;27;0,0038;23/06/2021 18:50
Vendedor de Comércio Varejista e Atacadista;42;0,0059;23/06/2021 18:50
Senador;4;0,0006;23/06/2021 18:50
Agente Postal;8;0,0011;23/06/2021 18:50
Artesão;13;0,0018;23/06/2021 18:50
Petroleiro;5;0,0007;23/06/2021 18:50
Diplomata;2;0,0003;23/06/2021 18:50
Economista Doméstico;2;0,0003;23/06/2021 18:50
Agente de Viagem;4;0,0006;23/06/2021 18:50
Químico;1;0,0001;23/06/2021 18:50
Tabelião;1;0,0001;23/06/2021 18:50
Corretor de Imóveis, Seguros, Títulos e Valores;70;0,0098;23/06/2021 18:50
Serventuário de Justiça;2;0,0003;23/06/2021 18:50
Vigilante;24;0,0034;23/06/2021 18:50
Enfermeiro;55;0,0077;23/06/2021 18:50
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);21;0,0029;23/06/2021 18:50
Estofador;1;0,0001;23/06/2021 18:50
Capitalista de Ativos Financeiros;1;0,0001;23/06/2021 18:50
Almoxarife;1;0,0001;23/06/2021 18:50
Artista de Circo;1;0,0001;23/06/2021 18:50
Aposentado (Exceto Servidor Público);170;0,0238;23/06/2021 18:50
Motorista Particular;25;0,0035;23/06/2021 18:50
Técnico de Eletricidade, Eletrônica e Telecomunicações;12;0,0017;23/06/2021 18:50
Faxineiro;2;0,0003;23/06/2021 18:50
Auxiliar de Laboratório;2;0,0003;23/06/2021 18:50
Meteorologista;1;0,0001;23/06/2021 18:50
Operador de Equipamento de Rádio, Televisão, Som e Cinema;3;0,0004;23/06/2021 18:50
Contador;45;0,0063;23/06/2021 18:50
Militar Reformado;26;0,0036;23/06/2021 18:50
Atleta Profissional e Técnico em Desportos;5;0,0007;23/06/2021 18:50
Taxista;17;0,0024;23/06/2021 18:50
Desenhista;2;0,0003;23/06/2021 18:50
Pescador;4;0,0006;23/06/2021 18:50
Servidor Público Civil Aposentado;30;0,0042;23/06/2021 18:50
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;1;0,0001;23/06/2021 18:50
Trabalhador de Hotelaria;1;0,0001;23/06/2021 18:50
Médico;188;0,0263;23/06/2021 18:50
Policial Militar;142;0,0199;23/06/2021 18:50
Agente Administrativo;40;0,0056;23/06/2021 18:50
Analista de Sistemas;7;0,001;23/06/2021 18:50
Assistente Social;28;0,0039;23/06/2021 18:50
Dona de Casa;156;0,0219;23/06/2021 18:50
Gari ou Lixeiro;4;0,0006;23/06/2021 18:50
Economista;29;0,0041;23/06/2021 18:50
Operador de Aparelhos de Produção Industrial;2;0,0003;23/06/2021 18:50
Manicure e Maquilador;4;0,0006;23/06/2021 18:50
Gerente;28;0,0039;23/06/2021 18:50
Oceanógrafo;3;0,0004;23/06/2021 18:50
Fiscal de Transporte Coletivo;2;0,0003;23/06/2021 18:50
Pedagogo;44;0,0062;23/06/2021 18:50
Cobrador de Transporte Coletivo;3;0,0004;23/06/2021 18:50
Secretário e Datilógrafo;47;0,0066;23/06/2021 18:50
Fisioterapeuta e Terapeuta Ocupacional;9;0,0013;23/06/2021 18:50
Torneiro Mecânico;2;0,0003;23/06/2021 18:50
Músico;14;0,002;23/06/2021 18:50
Técnico de Química;1;0,0001;23/06/2021 18:50
Fiscal;8;0,0011;23/06/2021 18:50
Cozinheiro;9;0,0013;23/06/2021 18:50
Recepcionista;12;0,0017;23/06/2021 18:50
Ferroviário;3;0,0004;23/06/2021 18:50
