Ocupação;Quantitativo;Porcentagem;Data de carga
MOTORISTA DE VEICULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;8150;0,0221;01/03/2023 19:04
MOTORISTA DE VEICULOS DE TRANSPORTE DE CARGA;5605;0,0152;01/03/2023 19:04
MUSICO;735;0,002;01/03/2023 19:04
NUTRICIONISTA E TRABALHADOR ASSEMELHADO;45;0,0001;01/03/2023 19:04
OCUPANTE DE CARGO EM COMISSAO;571;0,0015;01/03/2023 19:04
ODONTOLOGO;1092;0,003;01/03/2023 19:04
OPERADOR DE APARELHOS DE PRODUCAO INDUSTRIAL;606;0,0016;01/03/2023 19:04
OPERADOR DE COMPUTADOR;137;0,0004;01/03/2023 19:04
OPERADOR DE EQUIP DE RADIO TELEV E DE SONORIZACAO E PROJECOES CINEMAT;121;0,0003;01/03/2023 19:04
OPERADOR DE EQUIPAMENTO MEDICO E ODONTOLOGICO;28;0,0001;01/03/2023 19:04
OPERADOR DE IMPLEMENTO DE AGRICULTURA, PECUARIA E EXPLORACAO FLORESTAL;511;0,0014;01/03/2023 19:04
OPERADOR DE INSTALACAO DE PRODUCAO DE ENERGIA ELETRICA E NUCLEAR;60;0,0002;01/03/2023 19:04
PADEIRO, CONFEITEIRO E TRABALHADOR ASSEMELHADO;398;0,0011;01/03/2023 19:04
PARAMEDICO;11;0;01/03/2023 19:04
PECUARISTA;2600;0,007;01/03/2023 19:04
PEDAGOGO;853;0,0023;01/03/2023 19:04
PESCADOR;1114;0,003;01/03/2023 19:04
PETROLEIRO;64;0,0002;01/03/2023 19:04
PILOTO DE AVIACAO COMERCIAL, NAVEGADOR, MECANICO DE VOO E ASSEMELHADOS;28;0,0001;01/03/2023 19:04
POLICIAL CIVIL;918;0,0025;01/03/2023 19:04
POLICIAL MILITAR;2963;0,008;01/03/2023 19:04
PORTEIRO DE EDIFICIO, ASCENSORISTA, GARAGISTA, FAXINEIRO E ZELADOR;321;0,0009;01/03/2023 19:04
PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;16;0;01/03/2023 19:04
PRODUTOR AGROPECUARIO;3152;0,0085;01/03/2023 19:04
PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;20477;0,0555;01/03/2023 19:04
PROFESSOR DE ENSINO SUPERIOR;1371;0,0037;01/03/2023 19:04
PROFESSOR E INSTRUTOR DE FORMACAO PROFISSIONAL;657;0,0018;01/03/2023 19:04
PROGRAMADOR DE COMPUTADOR;90;0,0002;01/03/2023 19:04
PROTETICO;322;0,0009;01/03/2023 19:04
PSICOLOGO;330;0,0009;01/03/2023 19:04
PUBLICITARIO;364;0,001;01/03/2023 19:04
QUIMICO;109;0,0003;01/03/2023 19:04
RELACOES PUBLICAS;162;0,0004;01/03/2023 19:04
RELOJOEIRO E MONTADOR DE INSTRUMENTO DE PRECISAO;61;0,0002;01/03/2023 19:04
REPRESENTANTE COMERCIAL;1474;0,004;01/03/2023 19:04
SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA;995;0,0027;01/03/2023 19:04
SALVA-VIDAS;9;0;01/03/2023 19:04
SECRETARIO,ESTENOGRAFO,DATILOGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUIGRAF;1069;0,0029;01/03/2023 19:04
SECURITARIO;61;0,0002;01/03/2023 19:04
SENADOR, DEPUTADO E VEREADOR;8112;0,022;01/03/2023 19:04
SERRALHEIRO;493;0,0013;01/03/2023 19:04
SERVENTUARIO DE JUSTICA;426;0,0012;01/03/2023 19:04
SERVIDOR DA JUSTICA ELEITORAL;2;0;01/03/2023 19:04
SERVIDOR PUBLICO CIVIL APOSENTADO;2221;0,006;01/03/2023 19:04
SERVIDOR PUBLICO ESTADUAL;8762;0,0237;01/03/2023 19:04
SERVIDOR PUBLICO FEDERAL;2324;0,0063;01/03/2023 19:04
SERVIDOR PUBLICO MUNICIPAL;25256;0,0684;01/03/2023 19:04
SOCIOLOGO;92;0,0002;01/03/2023 19:04
SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS;249;0,0007;01/03/2023 19:04
TABELIAO;79;0,0002;01/03/2023 19:04
TAPECEIRO;105;0,0003;01/03/2023 19:04
TAXISTA E MOTORISTA PARTICULAR;1402;0,0038;01/03/2023 19:04
TECNICO CONTABILIDADE, ESTATISTICA, ECONOMIA DOMESTICA E ADMINISTRACAO;1742;0,0047;01/03/2023 19:04
TECNICO DE BIOLOGIA;4;0;01/03/2023 19:04
TECNICO DE ELETRICIDADE, ELETRONICA E TELECOMUNICACOES;1194;0,0032;01/03/2023 19:04
TECNICO DE ENFERMAGEM E TRABALHADOR ASSEMELHADO (EXCETO ENFERMEIRO);1437;0,0039;01/03/2023 19:04
TECNICO DE LABORATORIO E RAIOS X;329;0,0009;01/03/2023 19:04
TECNICO DE MECANICA;334;0,0009;01/03/2023 19:04
TECNICO DE MINERACAO, METALURGIA E GEOLOGIA;74;0,0002;01/03/2023 19:04
TECNICO DE OBRAS CIVIS, ESTRADAS, SANEAMENTO E TRABALHADOR ASSEMELHADO;262;0,0007;01/03/2023 19:04
TECNICO DE QUIMICA;121;0,0003;01/03/2023 19:04
TECNICO EM AGRONOMIA E AGRIMENSURA;923;0,0025;01/03/2023 19:04
TECNICO EM EDIFICACOES;150;0,0004;01/03/2023 19:04
TECNICO TEXTIL;26;0,0001;01/03/2023 19:04
TERAPEUTA;55;0,0001;01/03/2023 19:04
TORNEIRO MECANICO;238;0,0006;01/03/2023 19:04
TRABALHADOR DE ARTES GRAFICAS;140;0,0004;01/03/2023 19:04
TRABALHADOR DE CONSTRUCAO CIVIL;5046;0,0137;01/03/2023 19:04
TRABALHADOR DE CURTIMENTO;31;0,0001;01/03/2023 19:04
TRABALHADOR DE FABRICACAO DE ARTEFATOS DE MADEIRA;623;0,0017;01/03/2023 19:04
TRABALHADOR DE FABRICACAO DE CALCADOS E ARTEFATOS DE COURO;380;0,001;01/03/2023 19:04
TRABALHADOR DE FABRICACAO DE PAPEL E PAPELAO;36;0,0001;01/03/2023 19:04
TRABALHADOR DE FABRICACAO DE PRODUTOS DE BORRACHA E PLASTICO;21;0,0001;01/03/2023 19:04
TRABALHADOR DE FABRICACAO DE PRODUTOS TEXTEIS (EXCETO ROUPAS);93;0,0003;01/03/2023 19:04
TRABALHADOR DE FABRICACAO DE ROUPAS;268;0,0007;01/03/2023 19:04
TRABALHADOR DE FABRICACAO E PREPARACAO DE ALIMENTOS E BEBIDAS;209;0,0006;01/03/2023 19:04
TRABALHADOR DE FABRICACAO, VULCANIZACAO E REPARACAO DE PNEUMATICOS;30;0,0001;01/03/2023 19:04
TRABALHADOR DE HOTELARIA;72;0,0002;01/03/2023 19:04
TRABALHADOR DE MINAS E PEDREIRAS, SONDADOR E TRABALHADOR ASSEMELHADO;106;0,0003;01/03/2023 19:04
TRABALHADOR DE TRATAMENTO DE FUMO E DE FABRICACAO DE CIGARROS/CHARUTOS;12;0;01/03/2023 19:04
TRABALHADOR DE USINAGEM DE METAIS;84;0,0002;01/03/2023 19:04
TRABALHADOR DOS SERVICOS DE CONTABILIDADE, DE CAIXA E ASSEMELHADOS;121;0,0003;01/03/2023 19:04
TRABALHADOR EM ATIVIDADE DE PROCESSAMENTO QUIMICO;43;0,0001;01/03/2023 19:04
TRABALHADOR FLORESTAL;119;0,0003;01/03/2023 19:04
TRABALHADOR METALURGICO E SIDERURGICO;624;0,0017;01/03/2023 19:04
TRADUTOR, INTERPRETE E FILOLOGO;8;0;01/03/2023 19:04
VENDEDOR DE COMERCIO VAREJISTA E ATACADISTA;2355;0,0064;01/03/2023 19:04
VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;2385;0,0065;01/03/2023 19:04
VETERINARIO;384;0,001;01/03/2023 19:04
VIGILANTE;1977;0,0054;01/03/2023 19:04
ZOOTECNISTA;46;0,0001;01/03/2023 19:04
