Ocupação;Quantitativo;Porcentagem;Data de carga
AGENTE DE VIAGEM E GUIA DE TURISMO;1;0;2024-12-29 03:36:14
Administrador;942;0,0322;2024-12-29 03:36:14
Advogado;2103;0,0719;2024-12-29 03:36:14
Agenciador de Propaganda;8;0,0003;2024-12-29 03:36:14
Agente Administrativo;169;0,0058;2024-12-29 03:36:14
Agente Postal;10;0,0003;2024-12-29 03:36:14
Agente de Saúde e Sanitarista;60;0,0021;2024-12-29 03:36:14
Agente de Serviços Funerários e Embalsamador;3;0,0001;2024-12-29 03:36:14
Agente de Viagem;8;0,0003;2024-12-29 03:36:14
Agricultor;299;0,0102;2024-12-29 03:36:14
Agrônomo;37;0,0013;2024-12-29 03:36:14
Alfaiate e Costureiro;7;0,0002;2024-12-29 03:36:14
Almoxarife;10;0,0003;2024-12-29 03:36:14
Analista de Sistemas;52;0,0018;2024-12-29 03:36:14
Antropólogo;2;0,0001;2024-12-29 03:36:14
Aposentado (Exceto Servidor Público);853;0,0292;2024-12-29 03:36:14
Arqueólogo;1;0;2024-12-29 03:36:14
Arquiteto;50;0,0017;2024-12-29 03:36:14
Artesão;37;0,0013;2024-12-29 03:36:14
Artista Plástico e Assemelhados;21;0,0007;2024-12-29 03:36:14
Artista de Circo;3;0,0001;2024-12-29 03:36:14
Assistente Social;193;0,0066;2024-12-29 03:36:14
Astrônomo;4;0,0001;2024-12-29 03:36:14
Atendente de Lanchonete e Restaurante;3;0,0001;2024-12-29 03:36:14
Atleta Profissional e Técnico em Desportos;26;0,0009;2024-12-29 03:36:14
Ator e Diretor de Espetáculos Públicos;44;0,0015;2024-12-29 03:36:14
Auxiliar de Escritório e Assemelhados;158;0,0054;2024-12-29 03:36:14
Auxiliar de Laboratório;6;0,0002;2024-12-29 03:36:14
Bacteriologista e Assemelhados;1;0;2024-12-29 03:36:14
Bancário e Economiário;70;0,0024;2024-12-29 03:36:14
Bibliotecário;3;0,0001;2024-12-29 03:36:14
Biomédico;15;0,0005;2024-12-29 03:36:14
Biólogo;24;0,0008;2024-12-29 03:36:14
Bombeiro Civil;21;0,0007;2024-12-29 03:36:14
Bombeiro Militar;123;0,0042;2024-12-29 03:36:14
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;2;0,0001;2024-12-29 03:36:14
CABELEIREIRO, BARBEIRO, MANICURE, MAQUILADOR, ESTETICISTA E MASSAGISTA;28;0,001;2024-12-29 03:36:14
Cabeleireiro e Barbeiro;135;0,0046;2024-12-29 03:36:14
Cantor e Compositor;106;0,0036;2024-12-29 03:36:14
Capitalista de Ativos Financeiros;1;0;2024-12-29 03:36:14
Carpinteiro, Marceneiro e Assemelhados;9;0,0003;2024-12-29 03:36:14
Catador de Recicláveis;10;0,0003;2024-12-29 03:36:14
Chaveiro;4;0,0001;2024-12-29 03:36:14
Cientista Político;27;0,0009;2024-12-29 03:36:14
Cobrador de Transporte Coletivo;13;0,0004;2024-12-29 03:36:14
Comandante de Embarcações;1;0;2024-12-29 03:36:14
Comerciante;860;0,0294;2024-12-29 03:36:14
Comerciário;59;0,002;2024-12-29 03:36:14
Comissário de Bordo;5;0,0002;2024-12-29 03:36:14
Comunicólogo;28;0,001;2024-12-29 03:36:14
Contador;168;0,0057;2024-12-29 03:36:14
Controlador de Tráfego Aéreo;1;0;2024-12-29 03:36:14
Coreógrafo e Bailarino;1;0;2024-12-29 03:36:14
