Ocupação;Quantitativo;Porcentagem;Data de carga
Administrador;5197;0,0115;14/02/2023 08:47
Advogado;6040;0,0134;14/02/2023 08:47
Agenciador de Propaganda;110;0,0002;14/02/2023 08:47
Agente Administrativo;4097;0,0091;14/02/2023 08:47
Agente Postal;240;0,0005;14/02/2023 08:47
Agente de Saúde e Sanitarista;3643;0,0081;14/02/2023 08:47
Agente de Serviços Funerários e Embalsamador;89;0,0002;14/02/2023 08:47
Agente de Viagem;118;0,0003;14/02/2023 08:47
Agricultor;36296;0,0805;14/02/2023 08:47
Agrônomo;394;0,0009;14/02/2023 08:47
Alfaiate e Costureiro;325;0,0007;14/02/2023 08:47
Almoxarife;331;0,0007;14/02/2023 08:47
Analista de Sistemas;257;0,0006;14/02/2023 08:47
Antropólogo;2;0;14/02/2023 08:47
Aposentado (Exceto Servidor Público);14101;0,0313;14/02/2023 08:47
Arqueólogo;2;0;14/02/2023 08:47
Arquiteto;199;0,0004;14/02/2023 08:47
Arquivista e Museólogo;12;0;14/02/2023 08:47
Artesão;808;0,0018;14/02/2023 08:47
Artista Plástico e Assemelhados;215;0,0005;14/02/2023 08:47
Artista de Circo;50;0,0001;14/02/2023 08:47
Assistente Social;944;0,0021;14/02/2023 08:47
Astrólogo;7;0;14/02/2023 08:47
Astrônomo;159;0,0004;14/02/2023 08:47
Atendente de Lanchonete e Restaurante;325;0,0007;14/02/2023 08:47
Atleta Profissional e Técnico em Desportos;187;0,0004;14/02/2023 08:47
Ator e Diretor de Espetáculos Públicos;140;0,0003;14/02/2023 08:47
Auxiliar de Escritório e Assemelhados;5078;0,0113;14/02/2023 08:47
Auxiliar de Laboratório;302;0,0007;14/02/2023 08:47
Bacteriologista e Assemelhados;12;0;14/02/2023 08:47
Bancário e Economiário;843;0,0019;14/02/2023 08:47
Bibliotecário;72;0,0002;14/02/2023 08:47
Biomédico;87;0,0002;14/02/2023 08:47
Biólogo;190;0,0004;14/02/2023 08:47
Bombeiro Civil;78;0,0002;14/02/2023 08:47
Bombeiro Militar;328;0,0007;14/02/2023 08:47
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;82;0,0002;14/02/2023 08:47
Cabeleireiro e Barbeiro;3948;0,0088;14/02/2023 08:47
Cantor e Compositor;537;0,0012;14/02/2023 08:47
Capitalista de Ativos Financeiros;8;0;14/02/2023 08:47
Carpinteiro, Marceneiro e Assemelhados;1361;0,003;14/02/2023 08:47
Carvoeiro;28;0,0001;14/02/2023 08:47
Catador de Recicláveis;84;0,0002;14/02/2023 08:47
Ceramista e Oleiro;108;0,0002;14/02/2023 08:47
Chapeleiro;6;0;14/02/2023 08:47
Chaveiro;71;0,0002;14/02/2023 08:47
Cientista Político;24;0,0001;14/02/2023 08:47
Cobrador de Transporte Coletivo;273;0,0006;14/02/2023 08:47
Comandante de Embarcações;20;0;14/02/2023 08:47
Comerciante;32955;0,0731;14/02/2023 08:47
Comerciário;3882;0,0086;14/02/2023 08:47
Comissário de Bordo;4;0;14/02/2023 08:47
Comunicólogo;89;0,0002;14/02/2023 08:47
Contador;1816;0,004;14/02/2023 08:47
Controlador de Tráfego Aéreo;2;0;14/02/2023 08:47
Coreógrafo e Bailarino;30;0,0001;14/02/2023 08:47
Corretor de Imóveis, Seguros, Títulos e Valores;1748;0,0039;14/02/2023 08:47
Cortador, Polidor e Gravador de Pedras;33;0,0001;14/02/2023 08:47
Coveiro;40;0,0001;14/02/2023 08:47
Cozinheiro;1034;0,0023;14/02/2023 08:47
Decorador;95;0,0002;14/02/2023 08:47
Demonstrador;9;0;14/02/2023 08:47
Deputado;1;0;14/02/2023 08:47
Desenhista;160;0,0004;14/02/2023 08:47
Despachante;348;0,0008;14/02/2023 08:47
Detetive Particular;23;0,0001;14/02/2023 08:47
Digitador;225;0,0005;14/02/2023 08:47
Diretor de Empresas;225;0,0005;14/02/2023 08:47
Diretor de Estabelecimento de Ensino;465;0,001;14/02/2023 08:47
Dona de Casa;22786;0,0506;14/02/2023 08:47
Economista;299;0,0007;14/02/2023 08:47
Economista Doméstico;13;0;14/02/2023 08:47
Eletricista e Assemelhados;2214;0,0049;14/02/2023 08:47
Embalador, Empacotador e Assemelhados;118;0,0003;14/02/2023 08:47
Empregado Doméstico;901;0,002;14/02/2023 08:47
