Ocupação;Quantitativo;Porcentagem;Data de carga
Empresário;17211;0,0382;14/02/2023 08:47
Encanador, Soldador, Chapeador e Caldeireiro;382;0,0008;14/02/2023 08:47
Enfermeiro;3014;0,0067;14/02/2023 08:47
Engenheiro;1228;0,0027;14/02/2023 08:47
Engraxate;8;0;14/02/2023 08:47
Escritor e Crítico;77;0,0002;14/02/2023 08:47
Escultor e Pintor;146;0,0003;14/02/2023 08:47
Estatístico;8;0;14/02/2023 08:47
Esteticista;209;0,0005;14/02/2023 08:47
Estivador, Carregador e Assemelhados;107;0,0002;14/02/2023 08:47
Estofador;73;0,0002;14/02/2023 08:47
Estudante, Bolsista, Estagiário e Assemelhados;8439;0,0187;14/02/2023 08:47
Farmacêutico;613;0,0014;14/02/2023 08:47
Faxineiro;591;0,0013;14/02/2023 08:47
Feirante, Ambulante e Mascate;313;0,0007;14/02/2023 08:47
Ferroviário;41;0,0001;14/02/2023 08:47
Fiandeiro, Tecelão, Tingidor e Assemelhados;30;0,0001;14/02/2023 08:47
Fiscal;686;0,0015;14/02/2023 08:47
Fiscal de Transporte Coletivo;52;0,0001;14/02/2023 08:47
Fisioterapeuta e Terapeuta Ocupacional;555;0,0012;14/02/2023 08:47
Fonoaudiólogo;58;0,0001;14/02/2023 08:47
Fotógrafo e Assemelhados;569;0,0013;14/02/2023 08:47
Frentista;685;0,0015;14/02/2023 08:47
Funileiro;282;0,0006;14/02/2023 08:47
Físico;5;0;14/02/2023 08:47
Gari ou Lixeiro;393;0,0009;14/02/2023 08:47
Garimpeiro;64;0,0001;14/02/2023 08:47
Garçom;481;0,0011;14/02/2023 08:47
Geofísico;3;0;14/02/2023 08:47
Gerente;2226;0,0049;14/02/2023 08:47
Geógrafo;46;0,0001;14/02/2023 08:47
Geólogo;19;0;14/02/2023 08:47
Governanta;22;0;14/02/2023 08:47
Guardador de Veículos;17;0;14/02/2023 08:47
Guia de Turismo;95;0,0002;14/02/2023 08:47
Historiador;46;0,0001;14/02/2023 08:47
Industrial;822;0,0018;14/02/2023 08:47
Jardineiro;264;0,0006;14/02/2023 08:47
Joalheiro e Ourives;11;0;14/02/2023 08:47
Jornaleiro;47;0,0001;14/02/2023 08:47
Jornalista e Redator;1023;0,0023;14/02/2023 08:47
Lanterneiro e Pintor de Veículos;153;0,0003;14/02/2023 08:47
Lavador de Veículos;119;0,0003;14/02/2023 08:47
Lavandeiro, Tintureiro e Assemelhados;34;0,0001;14/02/2023 08:47
Leiloeiro, Avaliador e Assemelhados;11;0;14/02/2023 08:47
Leiturista;65;0,0001;14/02/2023 08:47
Locutor e Comentarista de Rádio e Televisão e Radialista;1551;0,0034;14/02/2023 08:47
Magistrado;15;0;14/02/2023 08:47
Manicure e Maquilador;442;0,001;14/02/2023 08:47
Maquinista e Foguista de Embarcações e Assemelhados;31;0,0001;14/02/2023 08:47
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;121;0,0003;14/02/2023 08:47
Massagista;151;0,0003;14/02/2023 08:47
Matemático e Atuário;22;0;14/02/2023 08:47
Mecânico de Manutenção;2781;0,0062;14/02/2023 08:47
Membro das Forças Armadas;180;0,0004;14/02/2023 08:47
Membro do Ministério Público;7;0;14/02/2023 08:47
Mestre e Contramestre de Embarcação;10;0;14/02/2023 08:47
Meteorologista;8;0;14/02/2023 08:47
Militar Reformado;1230;0,0027;14/02/2023 08:47
Ministro de Estado;29;0,0001;14/02/2023 08:47
Modelo;26;0,0001;14/02/2023 08:47
Montador de Estrutura Metálica;132;0,0003;14/02/2023 08:47
Montador de Máquinas;94;0,0002;14/02/2023 08:47
Motoboy;922;0,002;14/02/2023 08:47
Motorista Particular;4614;0,0102;14/02/2023 08:47
Motorista de Veículos de Transporte Coletivo de Passageiros;6880;0,0153;14/02/2023 08:47
Motorista de Veículos de Transporte de Carga;4766;0,0106;14/02/2023 08:47
Médico;1781;0,004;14/02/2023 08:47
Músico;1039;0,0023;14/02/2023 08:47
Nutricionista e Assemelhados;158;0,0004;14/02/2023 08:47
Oceanógrafo;31;0,0001;14/02/2023 08:47
Ocupante de Cargo em Comissão;888;0,002;14/02/2023 08:47
Odontólogo;1049;0,0023;14/02/2023 08:47
Office-Boy e Contínuo;58;0,0001;14/02/2023 08:47
Operador de Aparelhos de Produção Industrial;1167;0,0026;14/02/2023 08:47
Operador de Computador;129;0,0003;14/02/2023 08:47
Operador de Equipamento Médico e Odontológico;26;0,0001;14/02/2023 08:47
Operador de Equipamento de Rádio, Televisão, Som e Cinema;148;0,0003;14/02/2023 08:47
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;584;0,0013;14/02/2023 08:47
Operador de Instalação de Produção de Energia Elétrica e Nuclear;38;0,0001;14/02/2023 08:47
Padeiro, Confeiteiro e Assemelhados;905;0,002;14/02/2023 08:47
Paramédico;6;0;14/02/2023 08:47
Pecuarista;1768;0,0039;14/02/2023 08:47
Pedagogo;2061;0,0046;14/02/2023 08:47
Pescador;2104;0,0047;14/02/2023 08:47
Petroleiro;35;0,0001;14/02/2023 08:47
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;18;0;14/02/2023 08:47
Policial Civil;1028;0,0023;14/02/2023 08:47
Policial Militar;3449;0,0077;14/02/2023 08:47
Porteiro de Edifício, Ascensorista, Garagista e Zelador;524;0,0012;14/02/2023 08:47
Prefeito;6;0;14/02/2023 08:47
Produtor Agropecuário;2415;0,0054;14/02/2023 08:47
Produtor de Espetáculos Públicos;249;0,0006;14/02/2023 08:47
Professor de Ensino Fundamental;12872;0,0286;14/02/2023 08:47
Professor de Ensino Médio;10524;0,0234;14/02/2023 08:47
Professor de Ensino Superior;1280;0,0028;14/02/2023 08:47
Professor e Instrutor de Formação Profissional;1034;0,0023;14/02/2023 08:47
Programador de Computador;51;0,0001;14/02/2023 08:47
Protético;223;0,0005;14/02/2023 08:47
Psicólogo;499;0,0011;14/02/2023 08:47
Publicitário;488;0,0011;14/02/2023 08:47
Químico;90;0,0002;14/02/2023 08:47
Recepcionista;843;0,0019;14/02/2023 08:47
Relações-Públicas;135;0,0003;14/02/2023 08:47
Relojoeiro e Montador de Instrumento de Precisão;29;0,0001;14/02/2023 08:47
Representante Comercial;1706;0,0038;14/02/2023 08:47
Sacerdote ou Membro de Ordem ou Seita Religiosa;721;0,0016;14/02/2023 08:47
Salva-Vidas;27;0,0001;14/02/2023 08:47
Secretário e Datilógrafo;1803;0,004;14/02/2023 08:47
Securitário;65;0,0001;14/02/2023 08:47
Serralheiro;592;0,0013;14/02/2023 08:47
Serventuário de Justiça;246;0,0005;14/02/2023 08:47
Servidor Público Civil Aposentado;1548;0,0034;14/02/2023 08:47
Servidor Público Estadual;8345;0,0185;14/02/2023 08:47
Servidor Público Federal;2144;0,0048;14/02/2023 08:47
Servidor Público Municipal;37858;0,084;14/02/2023 08:47
Servidor da Justiça Eleitoral;16;0;14/02/2023 08:47
Sociólogo;72;0,0002;14/02/2023 08:47
Supervisor, Inspetor e Agente de Compras e Vendas;511;0,0011;14/02/2023 08:47
Tabelião;67;0,0001;14/02/2023 08:47
Tapeceiro;108;0,0002;14/02/2023 08:47
Taquígrafo e Estenógrafo;4;0;14/02/2023 08:47
Taxista;1554;0,0034;14/02/2023 08:47
Telefonista;206;0,0005;14/02/2023 08:47
Terapeuta;100;0,0002;14/02/2023 08:47
Torneiro Mecânico;174;0,0004;14/02/2023 08:47
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;146;0,0003;14/02/2023 08:47
Trabalhador Florestal;80;0,0002;14/02/2023 08:47
Trabalhador Metalúrgico e Siderúrgico;459;0,001;14/02/2023 08:47
Trabalhador Rural;7978;0,0177;14/02/2023 08:47
Trabalhador de Artes Gráficas;69;0,0002;14/02/2023 08:47
Trabalhador de Construção Civil;3665;0,0081;14/02/2023 08:47
Trabalhador de Curtimento;26;0,0001;14/02/2023 08:47
Trabalhador de Fabricação de Calçados e Artefatos de Couro;184;0,0004;14/02/2023 08:47
Trabalhador de Fabricação de Papel e Papelão;37;0,0001;14/02/2023 08:47
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);79;0,0002;14/02/2023 08:47
Trabalhador de Fabricação de Produtos de Borracha e Plástico;36;0,0001;14/02/2023 08:47
Trabalhador de Fabricação de Roupas;292;0,0006;14/02/2023 08:47
Trabalhador de Fabricação e Preparação de Alimentos e Bebidas;188;0,0004;14/02/2023 08:47
Trabalhador de Fabricação, Vulcanização e Reparação de Pneumáticos;15;0;14/02/2023 08:47
Trabalhador de Hotelaria;45;0,0001;14/02/2023 08:47
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;63;0,0001;14/02/2023 08:47
Trabalhador de Tratamento de Fumo e de Fabricação de Cigarros/Charutos;9;0;14/02/2023 08:47
Trabalhador de Usinagem de Metais;49;0,0001;14/02/2023 08:47
Trabalhador em Atividade de Processamento Químico;29;0,0001;14/02/2023 08:47
Tradutor, Intérprete e Filólogo;12;0;14/02/2023 08:47
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;819;0,0018;14/02/2023 08:47
Técnico Têxtil;13;0;14/02/2023 08:47
Técnico de Biologia;13;0;14/02/2023 08:47
Técnico de Eletricidade, Eletrônica e Telecomunicações;657;0,0015;14/02/2023 08:47
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);2581;0,0057;14/02/2023 08:47
Técnico de Laboratório e Raios X;334;0,0007;14/02/2023 08:47
Técnico de Mecânica;165;0,0004;14/02/2023 08:47
Técnico de Mineração, Metalurgia e Geologia;60;0,0001;14/02/2023 08:47
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;228;0,0005;14/02/2023 08:47
Técnico de Química;75;0,0002;14/02/2023 08:47
Técnico em Agronomia e Agrimensura;649;0,0014;14/02/2023 08:47
Técnico em Edificações;85;0,0002;14/02/2023 08:47
Técnico em Informática;431;0,001;14/02/2023 08:47
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;4718;0,0105;14/02/2023 08:47
Vendedor de Comércio Varejista e Atacadista;3609;0,008;14/02/2023 08:47
Vereador;18939;0,042;14/02/2023 08:47
Veterinário;420;0,0009;14/02/2023 08:47
Vigilante;3846;0,0085;14/02/2023 08:47
Zootecnista;75;0,0002;14/02/2023 08:47
