Ocupação;Quantitativo;Porcentagem;Data de carga
Sociólogo;21;0,0012;23/06/2021 18:50
Estudante, Bolsista, Estagiário e Assemelhados;375;0,0221;23/06/2021 18:50
Cantor e Compositor;66;0,0039;23/06/2021 18:50
Técnico em Informática;17;0,001;23/06/2021 18:50
Padeiro, Confeiteiro e Assemelhados;9;0,0005;23/06/2021 18:50
Artista Plástico e Assemelhados;27;0,0016;23/06/2021 18:50
Publicitário;52;0,0031;23/06/2021 18:50
Carpinteiro, Marceneiro e Assemelhados;12;0,0007;23/06/2021 18:50
Pecuarista;47;0,0028;23/06/2021 18:50
Técnico de Mecânica;7;0,0004;23/06/2021 18:50
Garçom;8;0,0005;23/06/2021 18:50
Historiador;13;0,0008;23/06/2021 18:50
Frentista;4;0,0002;23/06/2021 18:50
Técnico em Edificações;4;0,0002;23/06/2021 18:50
Funileiro;2;0,0001;23/06/2021 18:50
Estivador, Carregador e Assemelhados;4;0,0002;23/06/2021 18:50
Técnico de Biologia;1;0,0001;23/06/2021 18:50
Zootecnista;2;0,0001;23/06/2021 18:50
Tradutor, Intérprete e Filólogo;1;0,0001;23/06/2021 18:50
Empresário;1607;0,0945;23/06/2021 18:50
Sacerdote ou Membro de Ordem ou Seita Religiosa;70;0,0041;23/06/2021 18:50
Cabeleireiro e Barbeiro;110;0,0065;23/06/2021 18:50
Trabalhador Metalúrgico e Siderúrgico;11;0,0006;23/06/2021 18:50
Bancário e Economiário;76;0,0045;23/06/2021 18:50
Policial Civil;111;0,0065;23/06/2021 18:50
Supervisor, Inspetor e Agente de Compras e Vendas;23;0,0014;23/06/2021 18:50
Guardador de Veículos;1;0,0001;23/06/2021 18:50
Nutricionista e Assemelhados;11;0,0006;23/06/2021 18:50
Guia de Turismo;8;0,0005;23/06/2021 18:50
Trabalhador em Atividade de Processamento Químico;2;0,0001;23/06/2021 18:50
Comunicólogo;13;0,0008;23/06/2021 18:50
Office-Boy e Contínuo;1;0,0001;23/06/2021 18:50
Modelo;2;0,0001;23/06/2021 18:50
Agenciador de Propaganda;1;0,0001;23/06/2021 18:50
Montador de Máquinas;1;0,0001;23/06/2021 18:50
Professor e Instrutor de Formação Profissional;61;0,0036;23/06/2021 18:50
