Ocupação;Quantitativo;Porcentagem;Data de carga
Pecuarista;3;0,011;01/03/2023 13:21
Cantor e Compositor;2;0,0074;01/03/2023 13:21
Estudante, Bolsista, Estagiário e Assemelhados;3;0,011;01/03/2023 13:21
Historiador;1;0,0037;01/03/2023 13:21
Sociólogo;1;0,0037;01/03/2023 13:21
Técnico em Informática;1;0,0037;01/03/2023 13:21
Tradutor, Intérprete e Filólogo;1;0,0037;01/03/2023 13:21
Publicitário;1;0,0037;01/03/2023 13:21
Empresário;14;0,0515;01/03/2023 13:21
Bancário e Economiário;4;0,0147;01/03/2023 13:21
Trabalhador Metalúrgico e Siderúrgico;1;0,0037;01/03/2023 13:21
Senador;24;0,0882;01/03/2023 13:21
Diplomata;1;0,0037;01/03/2023 13:21
Petroleiro;2;0,0074;01/03/2023 13:21
Professor e Instrutor de Formação Profissional;1;0,0037;01/03/2023 13:21
Vigilante;1;0,0037;01/03/2023 13:21
Aposentado (Exceto Servidor Público);7;0,0257;01/03/2023 13:21
Técnico de Eletricidade, Eletrônica e Telecomunicações;2;0,0074;01/03/2023 13:21
Servidor Público Civil Aposentado;5;0,0184;01/03/2023 13:21
Militar Reformado;1;0,0037;01/03/2023 13:21
Economista;5;0,0184;01/03/2023 13:21
Assistente Social;2;0,0074;01/03/2023 13:21
Médico;4;0,0147;01/03/2023 13:21
Gerente;2;0,0074;01/03/2023 13:21
Músico;2;0,0074;01/03/2023 13:21
Fiscal;1;0,0037;01/03/2023 13:21
Veterinário;1;0,0037;01/03/2023 13:21
Engenheiro;9;0,0331;01/03/2023 13:21
Servidor Público Municipal;5;0,0184;01/03/2023 13:21
Administrador;8;0,0294;01/03/2023 13:21
Eletricista e Assemelhados;1;0,0037;01/03/2023 13:21
Advogado;26;0,0956;01/03/2023 13:21
Professor de Ensino Médio;15;0,0551;01/03/2023 13:21
Técnico de Laboratório e Raios X;1;0,0037;01/03/2023 13:21
Vereador;7;0,0257;01/03/2023 13:21
Cientista Político;1;0,0037;01/03/2023 13:21
Professor de Ensino Fundamental;3;0,011;01/03/2023 13:21
Astrônomo;1;0,0037;01/03/2023 13:21
Produtor Agropecuário;1;0,0037;01/03/2023 13:21
Membro das Forças Armadas;2;0,0074;01/03/2023 13:21
Biólogo;1;0,0037;01/03/2023 13:21
Comerciante;5;0,0184;01/03/2023 13:21
Servidor Público Estadual;7;0,0257;01/03/2023 13:21
Deputado;31;0,114;01/03/2023 13:21
Professor de Ensino Superior;16;0,0588;01/03/2023 13:21
Motorista de Veículos de Transporte Coletivo de Passageiros;1;0,0037;01/03/2023 13:21
Psicólogo;2;0,0074;01/03/2023 13:21
Servidor Público Federal;14;0,0515;01/03/2023 13:21
Trabalhador de Construção Civil;1;0,0037;01/03/2023 13:21
Jornalista e Redator;6;0,0221;01/03/2023 13:21
Agricultor;2;0,0074;01/03/2023 13:21
