Ocupação;Quantitativo;Porcentagem;Data de carga
Estudante, Bolsista, Estagiário e Assemelhados;1;0,0057;02/03/2023 10:08
Sociólogo;1;0,0057;02/03/2023 10:08
Publicitário;1;0,0057;02/03/2023 10:08
Bancário e Economiário;3;0,0171;02/03/2023 10:08
Proprietário de Estabelecimento Industrial;2;0,0114;02/03/2023 10:08
Jornalista;7;0,04;02/03/2023 10:08
Vendedor de Comércio Varejista e Atacadista;1;0,0057;02/03/2023 10:08
Membros do Poder Legislativo: Senador, Deputados e Vereador;16;0,0914;02/03/2023 10:08
Técnico de Eletricidade, Eletrônica e Telecomunicações;1;0,0057;02/03/2023 10:08
Atleta Profissional e Técnico em Desportos;1;0,0057;02/03/2023 10:08
Militar Reformado;1;0,0057;02/03/2023 10:08
Médico;10;0,0571;02/03/2023 10:08
Economista;3;0,0171;02/03/2023 10:08
Professor de Ensino de Primeiro e Segundo Graus;5;0,0286;02/03/2023 10:08
Assistente Social;1;0,0057;02/03/2023 10:08
Proprietário de Microempresa;1;0,0057;02/03/2023 10:08
Administrador;4;0,0229;02/03/2023 10:08
Eletricista e Assemelhados;1;0,0057;02/03/2023 10:08
Engenheiro;5;0,0286;02/03/2023 10:08
Agrônomo;1;0,0057;02/03/2023 10:08
Geólogo;1;0,0057;02/03/2023 10:08
Enfermeiro e Nutricionista;1;0,0057;02/03/2023 10:08
Advogado;32;0,1829;02/03/2023 10:08
Militar Em Geral;1;0,0057;02/03/2023 10:08
Trabalhador Agrícola;1;0,0057;02/03/2023 10:08
Membros do Poder Judiciário: Ministro de Tribunal Superior, Magistrado;1;0,0057;02/03/2023 10:08
Diretor de Empresas;1;0,0057;02/03/2023 10:08
Empresário e Produtor de Espetáculos Públicos;5;0,0286;02/03/2023 10:08
Odontólogo;3;0,0171;02/03/2023 10:08
Professor de Ensino Superior;12;0,0686;02/03/2023 10:08
Servidor Público Estadual;6;0,0343;02/03/2023 10:08
Proprietário de Estabelecimento Comercial;6;0,0343;02/03/2023 10:08
Psicólogo;1;0,0057;02/03/2023 10:08
Trabalhador de Construção Civil;2;0,0114;02/03/2023 10:08
Servidor Público Federal;5;0,0286;02/03/2023 10:08
Arquiteto;3;0,0171;02/03/2023 10:08
