Ocupação;Quantitativo;Porcentagem;Data de carga
Porteiro de Edifício, Ascensorista, Garagista e Zelador;18;0,0011;14/01/2025 03:36
Engenheiro;205;0,0122;14/01/2025 03:36
Servidor Público Municipal;330;0,0197;14/01/2025 03:36
Administrador;513;0,0307;14/01/2025 03:36
Encanador, Soldador, Chapeador e Caldeireiro;1;0,0001;14/01/2025 03:36
Bombeiro Militar;59;0,0035;14/01/2025 03:36
Veterinário;29;0,0017;14/01/2025 03:36
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;1;0,0001;14/01/2025 03:36
Escritor e Crítico;12;0,0007;14/01/2025 03:36
Geólogo;3;0,0002;14/01/2025 03:36
Motorista de Veículos de Transporte de Carga;48;0,0029;14/01/2025 03:36
Embalador, Empacotador e Assemelhados;2;0,0001;14/01/2025 03:36
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;2;0,0001;14/01/2025 03:36
Eletricista e Assemelhados;32;0,0019;14/01/2025 03:36
Agrônomo;18;0,0011;14/01/2025 03:36
Comandante de Embarcações;1;0,0001;14/01/2025 03:36
Geógrafo;6;0,0004;14/01/2025 03:36
Feirante, Ambulante e Mascate;14;0,0008;14/01/2025 03:36
Advogado;1075;0,0642;14/01/2025 03:36
Arqueólogo;1;0,0001;14/01/2025 03:36
Professor de Ensino Médio;272;0,0163;14/01/2025 03:36
Técnico de Laboratório e Raios X;20;0,0012;14/01/2025 03:36
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;54;0,0032;14/01/2025 03:36
Programador de Computador;4;0,0002;14/01/2025 03:36
Atendente de Lanchonete e Restaurante;3;0,0002;14/01/2025 03:36
Bacteriologista e Assemelhados;1;0,0001;14/01/2025 03:36
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;1;0,0001;14/01/2025 03:36
Digitador;3;0,0002;14/01/2025 03:36
Esteticista;20;0,0012;14/01/2025 03:36
Protético;3;0,0002;14/01/2025 03:36
Despachante;14;0,0008;14/01/2025 03:36
Ministro de Estado;2;0,0001;14/01/2025 03:36
Mecânico de Manutenção;36;0,0022;14/01/2025 03:36
Agente de Serviços Funerários e Embalsamador;2;0,0001;14/01/2025 03:36
Fonoaudiólogo;12;0,0007;14/01/2025 03:36
Vereador;680;0,0406;14/01/2025 03:36
Decorador;4;0,0002;14/01/2025 03:36
Auxiliar de Escritório e Assemelhados;94;0,0056;14/01/2025 03:36
Massagista;6;0,0004;14/01/2025 03:36
Trabalhador Rural;14;0,0008;14/01/2025 03:36
Ocupante de Cargo em Comissão;11;0,0007;14/01/2025 03:36
CABELEIREIRO, BARBEIRO, MANICURE, MAQUILADOR, ESTETICISTA E MASSAGISTA;18;0,0011;14/01/2025 03:36
Diretor de Estabelecimento de Ensino;8;0,0005;14/01/2025 03:36
Catador de Recicláveis;6;0,0004;14/01/2025 03:36
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;33;0,002;14/01/2025 03:36
Jornaleiro;5;0,0003;14/01/2025 03:36
Astrônomo;1;0,0001;14/01/2025 03:36
Biomédico;9;0,0005;14/01/2025 03:36
Representante Comercial;68;0,0041;14/01/2025 03:36
Locutor e Comentarista de Rádio e Televisão e Radialista;69;0,0041;14/01/2025 03:36
Professor de Ensino Fundamental;189;0,0113;14/01/2025 03:36
Serralheiro;5;0,0003;14/01/2025 03:36
Coreógrafo e Bailarino;1;0,0001;14/01/2025 03:36
Chaveiro;4;0,0002;14/01/2025 03:36
Cientista Político;9;0,0005;14/01/2025 03:36
Diretor de Empresas;19;0,0011;14/01/2025 03:36
Farmacêutico;31;0,0019;14/01/2025 03:36
Bibliotecário;2;0,0001;14/01/2025 03:36
Biólogo;13;0,0008;14/01/2025 03:36
Produtor Agropecuário;58;0,0035;14/01/2025 03:36
Agente de Saúde e Sanitarista;37;0,0022;14/01/2025 03:36
Comerciário;34;0,002;14/01/2025 03:36
Industrial;9;0,0005;14/01/2025 03:36
Odontólogo;74;0,0044;14/01/2025 03:36
Técnico Têxtil;1;0,0001;14/01/2025 03:36
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;4;0,0002;14/01/2025 03:36
Membro das Forças Armadas;23;0,0014;14/01/2025 03:36
Relações-Públicas;9;0,0005;14/01/2025 03:36
Empregado Doméstico;13;0,0008;14/01/2025 03:36
Técnico de Mineração, Metalurgia e Geologia;4;0,0002;14/01/2025 03:36
Telefonista;4;0,0002;14/01/2025 03:36
Deputado;596;0,0356;14/01/2025 03:36
Comerciante;525;0,0314;14/01/2025 03:36
Professor de Ensino Superior;146;0,0087;14/01/2025 03:36
Fotógrafo e Assemelhados;22;0,0013;14/01/2025 03:36
Servidor Público Estadual;437;0,0261;14/01/2025 03:36
Motorista de Veículos de Transporte Coletivo de Passageiros;64;0,0038;14/01/2025 03:36
Psicólogo;67;0,004;14/01/2025 03:36
Motoboy;20;0,0012;14/01/2025 03:36
Técnico em Agronomia e Agrimensura;13;0,0008;14/01/2025 03:36
Trabalhador de Fabricação de Roupas;4;0,0002;14/01/2025 03:36
SENADOR, DEPUTADO E VEREADOR;5;0,0003;14/01/2025 03:36
Securitário;1;0,0001;14/01/2025 03:36
Jornalista e Redator;228;0,0136;14/01/2025 03:36
Demonstrador;1;0,0001;14/01/2025 03:36
Agricultor;202;0,0121;14/01/2025 03:36
Servidor Público Federal;130;0,0078;14/01/2025 03:36
Produtor de Espetáculos Públicos;20;0,0012;14/01/2025 03:36
Ator e Diretor de Espetáculos Públicos;24;0,0014;14/01/2025 03:36
Alfaiate e Costureiro;4;0,0002;14/01/2025 03:36
Terapeuta;24;0,0014;14/01/2025 03:36
Maquinista e Foguista de Embarcações e Assemelhados;2;0,0001;14/01/2025 03:36
Operador de Instalação de Produção de Energia Elétrica e Nuclear;2;0,0001;14/01/2025 03:36
ESTIVADOR, CARREGADOR, EMBALADOR E ASSEMELHADOS;1;0,0001;14/01/2025 03:36
Relojoeiro e Montador de Instrumento de Precisão;1;0,0001;14/01/2025 03:36
Bombeiro Civil;12;0,0007;14/01/2025 03:36
Trabalhador de Usinagem de Metais;1;0,0001;14/01/2025 03:36
Trabalhador de Construção Civil;24;0,0014;14/01/2025 03:36
Arquiteto;25;0,0015;14/01/2025 03:36
Controlador de Tráfego Aéreo;1;0,0001;14/01/2025 03:36
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;3;0,0002;14/01/2025 03:36
Estudante, Bolsista, Estagiário e Assemelhados;222;0,0133;14/01/2025 03:36
Cantor e Compositor;57;0,0034;14/01/2025 03:36
Carpinteiro, Marceneiro e Assemelhados;3;0,0002;14/01/2025 03:36
Historiador;14;0,0008;14/01/2025 03:36
Artista Plástico e Assemelhados;9;0,0005;14/01/2025 03:36
Tradutor, Intérprete e Filólogo;1;0,0001;14/01/2025 03:36
Técnico em Edificações;5;0,0003;14/01/2025 03:36
Zootecnista;1;0,0001;14/01/2025 03:36
Técnico de Mecânica;8;0,0005;14/01/2025 03:36
Pecuarista;40;0,0024;14/01/2025 03:36
Técnico em Informática;19;0,0011;14/01/2025 03:36
TAXISTA E MOTORISTA PARTICULAR;3;0,0002;14/01/2025 03:36
Padeiro, Confeiteiro e Assemelhados;13;0,0008;14/01/2025 03:36
Publicitário;45;0,0027;14/01/2025 03:36
Frentista;6;0,0004;14/01/2025 03:36
Garçom;11;0,0007;14/01/2025 03:36
Sociólogo;18;0,0011;14/01/2025 03:36
Comunicólogo;13;0,0008;14/01/2025 03:36
Cabeleireiro e Barbeiro;97;0,0058;14/01/2025 03:36
Empresário;2082;0,1244;14/01/2025 03:36
Sacerdote ou Membro de Ordem ou Seita Religiosa;69;0,0041;14/01/2025 03:36
Guia de Turismo;12;0,0007;14/01/2025 03:36
Bancário e Economiário;37;0,0022;14/01/2025 03:36
Policial Civil;111;0,0066;14/01/2025 03:36
Leiloeiro, Avaliador e Assemelhados;2;0,0001;14/01/2025 03:36
Agenciador de Propaganda;4;0,0002;14/01/2025 03:36
Supervisor, Inspetor e Agente de Compras e Vendas;17;0,001;14/01/2025 03:36
Trabalhador Metalúrgico e Siderúrgico;1;0,0001;14/01/2025 03:36
Montador de Máquinas;1;0,0001;14/01/2025 03:36
Nutricionista e Assemelhados;18;0,0011;14/01/2025 03:36
Tabelião;3;0,0002;14/01/2025 03:36
Professor e Instrutor de Formação Profissional;64;0,0038;14/01/2025 03:36
Vendedor de Comércio Varejista e Atacadista;103;0,0062;14/01/2025 03:36
