Ocupação;Quantitativo;Porcentagem;Data de carga
Economista Doméstico;1;0,0001;14/01/2025 03:36
Comissário de Bordo;2;0,0001;14/01/2025 03:36
Químico;5;0,0003;14/01/2025 03:36
Artesão;21;0,0013;14/01/2025 03:36
Petroleiro;2;0,0001;14/01/2025 03:36
Agente Postal;5;0,0003;14/01/2025 03:36
Agente de Viagem;6;0,0004;14/01/2025 03:36
Físico;1;0,0001;14/01/2025 03:36
Serventuário de Justiça;10;0,0006;14/01/2025 03:36
Corretor de Imóveis, Seguros, Títulos e Valores;146;0,0087;14/01/2025 03:36
Vigilante;95;0,0057;14/01/2025 03:36
Escultor e Pintor;2;0,0001;14/01/2025 03:36
Enfermeiro;145;0,0087;14/01/2025 03:36
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);115;0,0069;14/01/2025 03:36
Lanterneiro e Pintor de Veículos;5;0,0003;14/01/2025 03:36
Detetive Particular;1;0,0001;14/01/2025 03:36
Almoxarife;6;0,0004;14/01/2025 03:36
Artista de Circo;3;0,0002;14/01/2025 03:36
Salva-Vidas;1;0,0001;14/01/2025 03:36
Estofador;1;0,0001;14/01/2025 03:36
Aposentado (Exceto Servidor Público);476;0,0284;14/01/2025 03:36
Trabalhador de Artes Gráficas;3;0,0002;14/01/2025 03:36
Auxiliar de Laboratório;5;0,0003;14/01/2025 03:36
Técnico de Eletricidade, Eletrônica e Telecomunicações;21;0,0013;14/01/2025 03:36
Motorista Particular;132;0,0079;14/01/2025 03:36
Engraxate;1;0,0001;14/01/2025 03:36
Faxineiro;6;0,0004;14/01/2025 03:36
Prefeito;1;0,0001;14/01/2025 03:36
Servidor Público Civil Aposentado;54;0,0032;14/01/2025 03:36
Militar Reformado;130;0,0078;14/01/2025 03:36
Contador;100;0,006;14/01/2025 03:36
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;13;0,0008;14/01/2025 03:36
PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;45;0,0027;14/01/2025 03:36
PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA, FAXINEIRO E ZELADOR;1;0,0001;14/01/2025 03:36
Taxista;42;0,0025;14/01/2025 03:36
Desenhista;5;0,0003;14/01/2025 03:36
Pescador;15;0,0009;14/01/2025 03:36
Operador de Equipamento de Rádio, Televisão, Som e Cinema;2;0,0001;14/01/2025 03:36
Atleta Profissional e Técnico em Desportos;15;0,0009;14/01/2025 03:36
Trabalhador de Hotelaria;1;0,0001;14/01/2025 03:36
Gerente;64;0,0038;14/01/2025 03:36
Assistente Social;110;0,0066;14/01/2025 03:36
Agente Administrativo;107;0,0064;14/01/2025 03:36
Policial Militar;479;0,0286;14/01/2025 03:36
Gari ou Lixeiro;17;0,001;14/01/2025 03:36
Médico;345;0,0206;14/01/2025 03:36
Dona de Casa;212;0,0127;14/01/2025 03:36
Operador de Aparelhos de Produção Industrial;9;0,0005;14/01/2025 03:36
Analista de Sistemas;25;0,0015;14/01/2025 03:36
Economista;41;0,0024;14/01/2025 03:36
Jardineiro;5;0,0003;14/01/2025 03:36
Tapeceiro;1;0,0001;14/01/2025 03:36
Manicure e Maquilador;9;0,0005;14/01/2025 03:36
Fiscal de Transporte Coletivo;1;0,0001;14/01/2025 03:36
Oceanógrafo;1;0,0001;14/01/2025 03:36
Secretário e Datilógrafo;18;0,0011;14/01/2025 03:36
Músico;68;0,0041;14/01/2025 03:36
Fiscal;10;0,0006;14/01/2025 03:36
Fisioterapeuta e Terapeuta Ocupacional;38;0,0023;14/01/2025 03:36
Técnico de Química;4;0,0002;14/01/2025 03:36
SECRETÁRIO,ESTENÓGRAFO,DATILÓGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUÍGRAF;15;0,0009;14/01/2025 03:36
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;2;0,0001;14/01/2025 03:36
Recepcionista;14;0,0008;14/01/2025 03:36
Pedagogo;102;0,0061;14/01/2025 03:36
Cobrador de Transporte Coletivo;8;0,0005;14/01/2025 03:36
Torneiro Mecânico;3;0,0002;14/01/2025 03:36
Cozinheiro;29;0,0017;14/01/2025 03:36
