Ocupação;Quantitativo;Porcentagem;Data de carga
Administrador;6414;0,0124;30/09/2024 11:01
Advogado;8760;0,0169;30/09/2024 11:01
Agenciador de Propaganda;93;0,0002;30/09/2024 11:01
Agente Administrativo;3792;0,0073;30/09/2024 11:01
Agente Postal;270;0,0005;30/09/2024 11:01
Agente de Saúde e Sanitarista;3792;0,0073;30/09/2024 11:01
Agente de Serviços Funerários e Embalsamador;123;0,0002;30/09/2024 11:01
Agente de Viagem;137;0,0003;30/09/2024 11:01
Agricultor;35257;0,068;30/09/2024 11:01
Agrônomo;380;0,0007;30/09/2024 11:01
Alfaiate e Costureiro;418;0,0008;30/09/2024 11:01
Almoxarife;343;0,0007;30/09/2024 11:01
Analista de Sistemas;316;0,0006;30/09/2024 11:01
Antropólogo;8;0;30/09/2024 11:01
Aposentado (Exceto Servidor Público);17965;0,0346;30/09/2024 11:01
Arqueólogo;6;0;30/09/2024 11:01
Arquiteto;382;0,0007;30/09/2024 11:01
Arquivista e Museólogo;20;0;30/09/2024 11:01
Artesão;1095;0,0021;30/09/2024 11:01
Artista Plástico e Assemelhados;257;0,0005;30/09/2024 11:01
Artista de Circo;52;0,0001;30/09/2024 11:01
Assistente Social;2085;0,004;30/09/2024 11:01
Astrólogo;6;0;30/09/2024 11:01
Astrônomo;97;0,0002;30/09/2024 11:01
Atendente de Lanchonete e Restaurante;514;0,001;30/09/2024 11:01
Atleta Profissional e Técnico em Desportos;314;0,0006;30/09/2024 11:01
Ator e Diretor de Espetáculos Públicos;158;0,0003;30/09/2024 11:01
Auxiliar de Escritório e Assemelhados;4348;0,0084;30/09/2024 11:01
Auxiliar de Laboratório;194;0,0004;30/09/2024 11:01
Bacteriologista e Assemelhados;5;0;30/09/2024 11:01
Bancário e Economiário;513;0,001;30/09/2024 11:01
Bibliotecário;62;0,0001;30/09/2024 11:01
Biomédico;132;0,0003;30/09/2024 11:01
Biólogo;271;0,0005;30/09/2024 11:01
Bombeiro Civil;376;0,0007;30/09/2024 11:01
Bombeiro Militar;314;0,0006;30/09/2024 11:01
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;86;0,0002;30/09/2024 11:01
Cabeleireiro e Barbeiro;5864;0,0113;30/09/2024 11:01
Cantor e Compositor;772;0,0015;30/09/2024 11:01
Capitalista de Ativos Financeiros;7;0;30/09/2024 11:01
Carpinteiro, Marceneiro e Assemelhados;1272;0,0025;30/09/2024 11:01
Carvoeiro;26;0,0001;30/09/2024 11:01
Catador de Recicláveis;232;0,0004;30/09/2024 11:01
Ceramista e Oleiro;71;0,0001;30/09/2024 11:01
Chapeleiro;3;0;30/09/2024 11:01
Chaveiro;95;0,0002;30/09/2024 11:01
Cientista Político;34;0,0001;30/09/2024 11:01
Cobrador de Transporte Coletivo;190;0,0004;30/09/2024 11:01
Comandante de Embarcações;15;0;30/09/2024 11:01
Comerciante;28713;0,0554;30/09/2024 11:01
