Ocupação;Quantitativo;Porcentagem;Data de carga
Pecuarista;2;0,0055;13/11/2024 10:55
Publicitário;1;0,0028;13/11/2024 10:55
Cantor e Compositor;1;0,0028;13/11/2024 10:55
Sociólogo;2;0,0055;13/11/2024 10:55
Estudante, Bolsista, Estagiário e Assemelhados;3;0,0083;13/11/2024 10:55
Historiador;1;0,0028;13/11/2024 10:55
Empresário;31;0,0859;13/11/2024 10:55
Policial Civil;3;0,0083;13/11/2024 10:55
Sacerdote ou Membro de Ordem ou Seita Religiosa;3;0,0083;13/11/2024 10:55
Senador;30;0,0831;13/11/2024 10:55
Petroleiro;1;0,0028;13/11/2024 10:55
Corretor de Imóveis, Seguros, Títulos e Valores;2;0,0055;13/11/2024 10:55
Aposentado (Exceto Servidor Público);6;0,0166;13/11/2024 10:55
Técnico de Eletricidade, Eletrônica e Telecomunicações;1;0,0028;13/11/2024 10:55
Prefeito;1;0,0028;13/11/2024 10:55
Contador;2;0,0055;13/11/2024 10:55
Atleta Profissional e Técnico em Desportos;2;0,0055;13/11/2024 10:55
Servidor Público Civil Aposentado;3;0,0083;13/11/2024 10:55
Médico;12;0,0332;13/11/2024 10:55
Analista de Sistemas;1;0,0028;13/11/2024 10:55
Agente Administrativo;1;0,0028;13/11/2024 10:55
Policial Militar;3;0,0083;13/11/2024 10:55
Jardineiro;1;0,0028;13/11/2024 10:55
Economista;3;0,0083;13/11/2024 10:55
Assistente Social;1;0,0028;13/11/2024 10:55
Garimpeiro;1;0,0028;13/11/2024 10:55
Pedagogo;3;0,0083;13/11/2024 10:55
Músico;2;0,0055;13/11/2024 10:55
Agrônomo;1;0,0028;13/11/2024 10:55
Servidor Público Municipal;6;0,0166;13/11/2024 10:55
Engenheiro;5;0,0139;13/11/2024 10:55
Veterinário;1;0,0028;13/11/2024 10:55
Bombeiro Militar;1;0,0028;13/11/2024 10:55
Administrador;10;0,0277;13/11/2024 10:55
Eletricista e Assemelhados;1;0,0028;13/11/2024 10:55
Porteiro de Edifício, Ascensorista, Garagista e Zelador;1;0,0028;13/11/2024 10:55
Magistrado;1;0,0028;13/11/2024 10:55
Advogado;43;0,1191;13/11/2024 10:55
Membro do Ministério Público;1;0,0028;13/11/2024 10:55
Professor de Ensino Médio;15;0,0416;13/11/2024 10:55
Vereador;5;0,0139;13/11/2024 10:55
Trabalhador Rural;1;0,0028;13/11/2024 10:55
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;1;0,0028;13/11/2024 10:55
Professor de Ensino Fundamental;7;0,0194;13/11/2024 10:55
Cientista Político;1;0,0028;13/11/2024 10:55
Jornaleiro;1;0,0028;13/11/2024 10:55
Farmacêutico;1;0,0028;13/11/2024 10:55
Comerciário;2;0,0055;13/11/2024 10:55
Agente de Saúde e Sanitarista;1;0,0028;13/11/2024 10:55
Produtor Agropecuário;1;0,0028;13/11/2024 10:55
Membro das Forças Armadas;1;0,0028;13/11/2024 10:55
Industrial;1;0,0028;13/11/2024 10:55
Odontólogo;1;0,0028;13/11/2024 10:55
Deputado;40;0,1108;13/11/2024 10:55
Professor de Ensino Superior;22;0,0609;13/11/2024 10:55
Servidor Público Estadual;10;0,0277;13/11/2024 10:55
Psicólogo;1;0,0028;13/11/2024 10:55
Servidor Público Federal;14;0,0388;13/11/2024 10:55
Trabalhador de Construção Civil;2;0,0055;13/11/2024 10:55
Arquiteto;2;0,0055;13/11/2024 10:55
Jornalista e Redator;5;0,0139;13/11/2024 10:55
Fiandeiro, Tecelão, Tingidor e Assemelhados;1;0,0028;13/11/2024 10:55
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;1;0,0028;13/11/2024 10:55
