Ocupação;Quantitativo;Porcentagem;Data de carga
Desenhista Industrial;1;0,0003;02/03/2023 10:08
Agente Administrativo;5;0,0014;02/03/2023 10:08
Desenhista Comercial;2;0,0006;02/03/2023 10:08
Assistente Social;7;0,002;02/03/2023 10:08
Garimpeiro;1;0,0003;02/03/2023 10:08
Técnico de Química;2;0,0006;02/03/2023 10:08
Proprietário de Microempresa;21;0,0061;02/03/2023 10:08
Despachante, Inclusive o Aduaneiro;3;0,0009;02/03/2023 10:08
Técnico de Contabilidade e de Estatística;9;0,0026;02/03/2023 10:08
Músico;2;0,0006;02/03/2023 10:08
Fisioterapeuta e Terapeuta Ocupacional;2;0,0006;02/03/2023 10:08
Sacerdote ou Membro de Ordens ou Seitas Religiosas;30;0,0087;02/03/2023 10:08
Trabalhador da Pecuária;6;0,0017;02/03/2023 10:08
Fiscal;5;0,0014;02/03/2023 10:08
Biólogo e Biomédico;2;0,0006;02/03/2023 10:08
Bombeiro e Instalador De Gás, Agua, Esgoto E Assemelhados;1;0,0003;02/03/2023 10:08
Administrador;50;0,0145;02/03/2023 10:08
Engenheiro;138;0,04;02/03/2023 10:08
Servidor Público Municipal;23;0,0067;02/03/2023 10:08
Eletricista e Assemelhados;11;0,0032;02/03/2023 10:08
Enfermeiro e Nutricionista;10;0,0029;02/03/2023 10:08
Desenhista Técnico;2;0,0006;02/03/2023 10:08
Geólogo;8;0,0023;02/03/2023 10:08
Maquinista e Foguista de Embarcações, Locomotivas e Assemelhados;3;0,0009;02/03/2023 10:08
Agrônomo;10;0,0029;02/03/2023 10:08
Bibliotecário, Arquivista, Museólogo E Arqueólogo;1;0,0003;02/03/2023 10:08
Motorista de Veículos de Transporte de Carga;1;0,0003;02/03/2023 10:08
Trabalhador de Fabricação de Calçaados e Artefatos de Couro;1;0,0003;02/03/2023 10:08
Advogado;415;0,1203;02/03/2023 10:08
Mecânico de Manutenção, Operador de Aparelhos de Produção Industrial;2;0,0006;02/03/2023 10:08
Geógrafo;2;0,0006;02/03/2023 10:08
Motorista de Veículos de Transporte de Passageiros;23;0,0067;02/03/2023 10:08
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;13;0,0038;02/03/2023 10:08
Técnico de Laboratório e Raios X;2;0,0006;02/03/2023 10:08
Proprietário de Estabelecimento de Prestação de Servicos;2;0,0006;02/03/2023 10:08
Militar Em Geral;90;0,0261;02/03/2023 10:08
Trabalhador Agrícola;19;0,0055;02/03/2023 10:08
Agente de Serviços Funerários e Embalsamador;1;0,0003;02/03/2023 10:08
Protético;2;0,0006;02/03/2023 10:08
Pensionista;2;0,0006;02/03/2023 10:08
Feirante;1;0,0003;02/03/2023 10:08
Astrônomo e Meteorologista;1;0,0003;02/03/2023 10:08
Diretor de Estabelecimento de Ensino;2;0,0006;02/03/2023 10:08
Auxiliar de Escritório e Assemelhados;11;0,0032;02/03/2023 10:08
Escultor, Pintor e Assemelhados;5;0,0014;02/03/2023 10:08
Membros do Poder Judiciário: Ministro de Tribunal Superior, Magistrado;4;0,0012;02/03/2023 10:08
Mecanico de Manutenção de Veículos Automotores e Máquinas;4;0,0012;02/03/2023 10:08
Alfaiate;1;0,0003;02/03/2023 10:08
Decorador;1;0,0003;02/03/2023 10:08
Diretor de Empresas;17;0,0049;02/03/2023 10:08
Locutor e Comentarista de Rádio e Televisão e Radialista;11;0,0032;02/03/2023 10:08
Secretário, Estenógrafo, Datilógrafo, Recepcionista, Telefonista, Etc;4;0,0012;02/03/2023 10:08
Farmacêutico;3;0,0009;02/03/2023 10:08
Aposentado (Exceto Funcionário Público);58;0,0168;02/03/2023 10:08
Odontólogo;28;0,0081;02/03/2023 10:08
Empresário e Produtor de Espetáculos Públicos;79;0,0229;02/03/2023 10:08
Trabalhador Metalúrgico E Siderúrgico;13;0,0038;02/03/2023 10:08
Servidor Público Estadual;141;0,0409;02/03/2023 10:08
Professor de Ensino Superior;132;0,0383;02/03/2023 10:08
Proprietário de Estabelecimento Comercial;178;0,0516;02/03/2023 10:08
Técnico em Agronomia e Agrimensura;9;0,0026;02/03/2023 10:08
Securitário;5;0,0014;02/03/2023 10:08
Psicólogo;11;0,0032;02/03/2023 10:08
Servidor Público Federal;65;0,0188;02/03/2023 10:08
Funcionário Público Civil Aposentado;22;0,0064;02/03/2023 10:08
Corretor de Imóveis, Seguros, Titulos e Valores;22;0,0064;02/03/2023 10:08
Trabalhador de Instalações de Processamento Químico;2;0,0006;02/03/2023 10:08
Trabalhador de Construção Civil;10;0,0029;02/03/2023 10:08
Arquiteto;15;0,0043;02/03/2023 10:08
Veterinário e Zootecnista;9;0,0026;02/03/2023 10:08
Ator e Diretor de Espetáculos Públicos;2;0,0006;02/03/2023 10:08
Piloto de Aeronaves;4;0,0012;02/03/2023 10:08
Agente de Viagem e Guia de Turismo;2;0,0006;02/03/2023 10:08
