Ocupação;Quantitativo;Porcentagem;Data de carga
Administrador;3287;0,0094;01/03/2023 15:39
Advogado;5470;0,0156;01/03/2023 15:39
Agenciador de Propaganda;74;0,0002;01/03/2023 15:39
Agente Administrativo;3107;0,0089;01/03/2023 15:39
Agente Postal;152;0,0004;01/03/2023 15:39
Agente de Saúde e Sanitarista;2633;0,0075;01/03/2023 15:39
Agente de Serviços Funerários e Embalsamador;68;0,0002;01/03/2023 15:39
Agente de Viagem;97;0,0003;01/03/2023 15:39
Agricultor;39012;0,1115;01/03/2023 15:39
Agrônomo;468;0,0013;01/03/2023 15:39
Alfaiate e Costureiro;218;0,0006;01/03/2023 15:39
Almoxarife;264;0,0008;01/03/2023 15:39
Analista de Sistemas;189;0,0005;01/03/2023 15:39
Antropólogo;3;0;01/03/2023 15:39
Aposentado (Exceto Servidor Público);9978;0,0285;01/03/2023 15:39
Arqueólogo;3;0;01/03/2023 15:39
Arquiteto;177;0,0005;01/03/2023 15:39
Arquivista e Museólogo;10;0;01/03/2023 15:39
Artesão;680;0,0019;01/03/2023 15:39
Artista Plástico e Assemelhados;205;0,0006;01/03/2023 15:39
Artista de Circo;35;0,0001;01/03/2023 15:39
Assistente Social;534;0,0015;01/03/2023 15:39
Astrólogo;4;0;01/03/2023 15:39
Astrônomo;38;0,0001;01/03/2023 15:39
Atendente de Lanchonete e Restaurante;128;0,0004;01/03/2023 15:39
Atleta Profissional e Técnico em Desportos;147;0,0004;01/03/2023 15:39
Ator e Diretor de Espetáculos Públicos;90;0,0003;01/03/2023 15:39
Auxiliar de Escritório e Assemelhados;3810;0,0109;01/03/2023 15:39
Auxiliar de Laboratório;361;0,001;01/03/2023 15:39
Bacteriologista e Assemelhados;15;0;01/03/2023 15:39
Bancário e Economiário;855;0,0024;01/03/2023 15:39
Bibliotecário;71;0,0002;01/03/2023 15:39
Biomédico;58;0,0002;01/03/2023 15:39
Biólogo;127;0,0004;01/03/2023 15:39
Bombeiro Civil;33;0,0001;01/03/2023 15:39
Bombeiro Militar;217;0,0006;01/03/2023 15:39
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;104;0,0003;01/03/2023 15:39
Cabeleireiro e Barbeiro;2622;0,0075;01/03/2023 15:39
Cantor e Compositor;356;0,001;01/03/2023 15:39
Capitalista de Ativos Financeiros;4;0;01/03/2023 15:39
Carpinteiro, Marceneiro e Assemelhados;1453;0,0042;01/03/2023 15:39
Carvoeiro;37;0,0001;01/03/2023 15:39
Catador de Recicláveis;61;0,0002;01/03/2023 15:39
Ceramista e Oleiro;90;0,0003;01/03/2023 15:39
Chapeleiro;8;0;01/03/2023 15:39
Chaveiro;54;0,0002;01/03/2023 15:39
Cientista Político;21;0,0001;01/03/2023 15:39
Cobrador de Transporte Coletivo;200;0,0006;01/03/2023 15:39
Comandante de Embarcações;20;0,0001;01/03/2023 15:39
Comerciante;32438;0,0927;01/03/2023 15:39
Comerciário;3213;0,0092;01/03/2023 15:39
Comissário de Bordo;2;0;01/03/2023 15:39
Comunicólogo;87;0,0002;01/03/2023 15:39
Contador;1497;0,0043;01/03/2023 15:39
Controlador de Tráfego Aéreo;6;0;01/03/2023 15:39
Coreógrafo e Bailarino;14;0;01/03/2023 15:39
Corretor de Imóveis, Seguros, Títulos e Valores;1371;0,0039;01/03/2023 15:39
Cortador, Polidor e Gravador de Pedras;16;0;01/03/2023 15:39
Coveiro;36;0,0001;01/03/2023 15:39
Cozinheiro;469;0,0013;01/03/2023 15:39
Decorador;60;0,0002;01/03/2023 15:39
Demonstrador;8;0;01/03/2023 15:39
Deputado;1;0;01/03/2023 15:39
Desenhista;193;0,0006;01/03/2023 15:39
Despachante;335;0,001;01/03/2023 15:39
Detetive Particular;26;0,0001;01/03/2023 15:39
Digitador;218;0,0006;01/03/2023 15:39
Diretor de Empresas;160;0,0005;01/03/2023 15:39
Diretor de Estabelecimento de Ensino;420;0,0012;01/03/2023 15:39
Dona de Casa;9479;0,0271;01/03/2023 15:39
Economista;332;0,0009;01/03/2023 15:39
Economista Doméstico;10;0;01/03/2023 15:39
Eletricista e Assemelhados;2019;0,0058;01/03/2023 15:39
Embalador, Empacotador e Assemelhados;65;0,0002;01/03/2023 15:39
Empregado Doméstico;355;0,001;01/03/2023 15:39
Empresário;10242;0,0293;01/03/2023 15:39
Encanador, Soldador, Chapeador e Caldeireiro;268;0,0008;01/03/2023 15:39
Enfermeiro;1871;0,0053;01/03/2023 15:39
Engenheiro;1218;0,0035;01/03/2023 15:39
Engraxate;6;0;01/03/2023 15:39
Escritor e Crítico;60;0,0002;01/03/2023 15:39
Escultor e Pintor;73;0,0002;01/03/2023 15:39
Estatístico;5;0;01/03/2023 15:39
Esteticista;119;0,0003;01/03/2023 15:39
Estivador, Carregador e Assemelhados;96;0,0003;01/03/2023 15:39
Estofador;53;0,0002;01/03/2023 15:39
Estudante, Bolsista, Estagiário e Assemelhados;6345;0,0181;01/03/2023 15:39
Farmacêutico;377;0,0011;01/03/2023 15:39
Faxineiro;281;0,0008;01/03/2023 15:39
Feirante, Ambulante e Mascate;202;0,0006;01/03/2023 15:39
Ferroviário;59;0,0002;01/03/2023 15:39
Fiandeiro, Tecelão, Tingidor e Assemelhados;13;0;01/03/2023 15:39
Fiscal;661;0,0019;01/03/2023 15:39
Fiscal de Transporte Coletivo;46;0,0001;01/03/2023 15:39
Fisioterapeuta e Terapeuta Ocupacional;314;0,0009;01/03/2023 15:39
Fonoaudiólogo;39;0,0001;01/03/2023 15:39
Fotógrafo e Assemelhados;518;0,0015;01/03/2023 15:39
Frentista;528;0,0015;01/03/2023 15:39
Funileiro;230;0,0007;01/03/2023 15:39
Físico;6;0;01/03/2023 15:39
Gari ou Lixeiro;201;0,0006;01/03/2023 15:39
Garimpeiro;103;0,0003;01/03/2023 15:39
Garçom;345;0,001;01/03/2023 15:39
Geofísico;2;0;01/03/2023 15:39
Gerente;1509;0,0043;01/03/2023 15:39
Geógrafo;44;0,0001;01/03/2023 15:39
Geólogo;20;0,0001;01/03/2023 15:39
Governanta;9;0;01/03/2023 15:39
Guardador de Veículos;11;0;01/03/2023 15:39
Guia de Turismo;67;0,0002;01/03/2023 15:39
Historiador;40;0,0001;01/03/2023 15:39
Industrial;826;0,0024;01/03/2023 15:39
Jardineiro;205;0,0006;01/03/2023 15:39
Joalheiro e Ourives;13;0;01/03/2023 15:39
Jornaleiro;45;0,0001;01/03/2023 15:39
