Ocupação;Quantitativo;Porcentagem;Ano
Despachante;4;0,0007;2010
Esteticista;5;0,0008;2010
Ministro de Estado;1;0,0002;2010
Protético;1;0,0002;2010
Fonoaudiólogo;1;0,0002;2010
Vereador;199;0,0331;2010
Auxiliar de Escritório e Assemelhados;51;0,0085;2010
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;16;0,0027;2010
Ocupante de Cargo em Comissão;11;0,0018;2010
Diretor de Estabelecimento de Ensino;7;0,0012;2010
Massagista;1;0,0002;2010
Trabalhador Rural;3;0,0005;2010
Professor de Ensino Fundamental;69;0,0115;2010
Locutor e Comentarista de Rádio e Televisão e Radialista;15;0,0025;2010
Serralheiro;4;0,0007;2010
Farmacêutico;10;0,0017;2010
Representante Comercial;32;0,0053;2010
Diretor de Empresas;25;0,0042;2010
Astrônomo;3;0,0005;2010
Biomédico;2;0,0003;2010
Chaveiro;2;0,0003;2010
Trabalhador de Fabricação de Calçados e Artefatos de Couro;1;0,0002;2010
Cientista Político;1;0,0002;2010
Comerciário;22;0,0037;2010
Odontólogo;28;0,0047;2010
Produtor Agropecuário;10;0,0017;2010
Industrial;11;0,0018;2010
Agente de Saúde e Sanitarista;15;0,0025;2010
Biólogo;3;0,0005;2010
Membro das Forças Armadas;24;0,004;2010
Bibliotecário;1;0,0002;2010
Lavador de Veículos;1;0,0002;2010
Empregado Doméstico;2;0,0003;2010
Relações-Públicas;2;0,0003;2010
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;2;0,0003;2010
Telefonista;1;0,0002;2010
Comerciante;265;0,0441;2010
Deputado;385;0,064;2010
Professor de Ensino Superior;103;0,0171;2010
Servidor Público Estadual;201;0,0334;2010
Trabalhador de Fabricação de Roupas;1;0,0002;2010
Trabalhador de Fabricação e Preparação de Alimentos e Bebidas;1;0,0002;2010
Motorista de Veículos de Transporte Coletivo de Passageiros;19;0,0032;2010
Fotógrafo e Assemelhados;15;0,0025;2010
Motoboy;5;0,0008;2010
Psicólogo;26;0,0043;2010
Técnico em Agronomia e Agrimensura;4;0,0007;2010
Servidor da Justiça Eleitoral;2;0,0003;2010
Securitário;1;0,0002;2010
Servidor Público Federal;146;0,0243;2010
Jornalista e Redator;63;0,0105;2010
Ator e Diretor de Espetáculos Públicos;8;0,0013;2010
Agricultor;49;0,0081;2010
Produtor de Espetáculos Públicos;11;0,0018;2010
Arquiteto;11;0,0018;2010
Trabalhador de Construção Civil;6;0,001;2010
Demonstrador;1;0,0002;2010
Bombeiro Civil;2;0,0003;2010
Alfaiate e Costureiro;1;0,0002;2010
Terapeuta;4;0,0007;2010
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;2;0,0003;2010
Trabalhador de Usinagem de Metais;2;0,0003;2010
Operador de Instalação de Produção de Energia Elétrica e Nuclear;1;0,0002;2010
Administrador;178;0,0249;2014
Engenheiro;98;0,0137;2014
Veterinário;7;0,001;2014
Servidor Público Municipal;141;0,0198;2014
Bombeiro Militar;32;0,0045;2014
Geólogo;3;0,0004;2014
Porteiro de Edifício, Ascensorista, Garagista e Zelador;8;0,0011;2014
Eletricista e Assemelhados;12;0,0017;2014
Motorista de Veículos de Transporte de Carga;8;0,0011;2014
Encanador, Soldador, Chapeador e Caldeireiro;2;0,0003;2014
Agrônomo;6;0,0008;2014
Escritor e Crítico;5;0,0007;2014
Operador de Computador;1;0,0001;2014
Advogado;482;0,0675;2014
Professor de Ensino Médio;213;0,0298;2014
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;35;0,0049;2014
Feirante, Ambulante e Mascate;1;0,0001;2014
Membro do Ministério Público;3;0,0004;2014
Atendente de Lanchonete e Restaurante;1;0,0001;2014
Técnico de Laboratório e Raios X;3;0,0004;2014
Digitador;3;0,0004;2014
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;3;0,0004;2014
Bacteriologista e Assemelhados;1;0,0001;2014
Geógrafo;1;0,0001;2014
Programador de Computador;2;0,0003;2014
Esteticista;9;0,0013;2014
Protético;4;0,0006;2014
Mecânico de Manutenção;13;0,0018;2014
Ministro de Estado;1;0,0001;2014
Despachante;4;0,0006;2014
Agente de Serviços Funerários e Embalsamador;2;0,0003;2014
Vereador;290;0,0406;2014
Auxiliar de Escritório e Assemelhados;71;0,0099;2014
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;21;0,0029;2014
Ocupante de Cargo em Comissão;8;0,0011;2014
Catador de Recicláveis;1;0,0001;2014
Diretor de Estabelecimento de Ensino;3;0,0004;2014
Massagista;3;0,0004;2014
Trabalhador Rural;3;0,0004;2014
Geofísico;1;0,0001;2014
Professor de Ensino Fundamental;101;0,0142;2014
Farmacêutico;12;0,0017;2014
Representante Comercial;24;0,0034;2014
Locutor e Comentarista de Rádio e Televisão e Radialista;29;0,0041;2014
Astrônomo;1;0,0001;2014
Diretor de Empresas;20;0,0028;2014
Cientista Político;6;0,0008;2014
Serralheiro;1;0,0001;2014
Biomédico;4;0,0006;2014
Jornaleiro;1;0,0001;2014
Empregado Doméstico;6;0,0008;2014
Membro das Forças Armadas;22;0,0031;2014
Odontólogo;29;0,0041;2014
Agente de Saúde e Sanitarista;25;0,0035;2014
Relações-Públicas;2;0,0003;2014
Comerciário;31;0,0043;2014
Biólogo;15;0,0021;2014
Industrial;13;0,0018;2014
Produtor Agropecuário;11;0,0015;2014
Bibliotecário;2;0,0003;2014
Telefonista;5;0,0007;2014
Técnico de Mineração, Metalurgia e Geologia;1;0,0001;2014
Deputado;358;0,0502;2014
Comerciante;297;0,0416;2014
Motorista de Veículos de Transporte Coletivo de Passageiros;25;0,0035;2014
Servidor Público Estadual;236;0,0331;2014
Professor de Ensino Superior;109;0,0153;2014
Psicólogo;28;0,0039;2014
Motoboy;6;0,0008;2014
Técnico em Agronomia e Agrimensura;5;0,0007;2014
Fotógrafo e Assemelhados;7;0,001;2014
Trabalhador de Fabricação de Roupas;4;0,0006;2014
Securitário;1;0,0001;2014
Jornalista e Redator;93;0,013;2014
Servidor Público Federal;167;0,0234;2014
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;2;0,0003;2014
Operador de Instalação de Produção de Energia Elétrica e Nuclear;2;0,0003;2014
Agricultor;45;0,0063;2014
Trabalhador de Construção Civil;19;0,0027;2014
Arquiteto;15;0,0021;2014
Ator e Diretor de Espetáculos Públicos;13;0,0018;2014
Terapeuta;1;0,0001;2014
Bombeiro Civil;3;0,0004;2014
Produtor de Espetáculos Públicos;7;0,001;2014
Estivador, Carregador e Assemelhados;3;0,0004;2014
Estudante, Bolsista, Estagiário e Assemelhados;150;0,021;2014
Artista Plástico e Assemelhados;7;0,001;2014
Publicitário;27;0,0038;2014
Pecuarista;15;0,0021;2014
Historiador;2;0,0003;2014
Técnico em Informática;12;0,0017;2014
Funileiro;2;0,0003;2014
Padeiro, Confeiteiro e Assemelhados;5;0,0007;2014
Sociólogo;7;0,001;2014
Técnico em Edificações;6;0,0008;2014
Cantor e Compositor;24;0,0034;2014
Garçom;6;0,0008;2014
Zootecnista;1;0,0001;2014
Técnico de Mecânica;2;0,0003;2014
Carpinteiro, Marceneiro e Assemelhados;4;0,0006;2014
Empresário;672;0,0942;2014
Sacerdote ou Membro de Ordem ou Seita Religiosa;31;0,0043;2014
Policial Civil;35;0,0049;2014
Cabeleireiro e Barbeiro;28;0,0039;2014
Bancário e Economiário;26;0,0036;2014
Trabalhador Metalúrgico e Siderúrgico;5;0,0007;2014
Comunicólogo;5;0,0007;2014
Nutricionista e Assemelhados;3;0,0004;2014
Trabalhador em Atividade de Processamento Químico;1;0,0001;2014
Supervisor, Inspetor e Agente de Compras e Vendas;8;0,0011;2014
Guia de Turismo;2;0,0003;2014
Agenciador de Propaganda;1;0,0001;2014
Modelo;1;0,0001;2014
Professor e Instrutor de Formação Profissional;27;0,0038;2014
Vendedor de Comércio Varejista e Atacadista;42;0,0059;2014
Senador;4;0,0006;2014
Agente Postal;8;0,0011;2014
Artesão;13;0,0018;2014
Petroleiro;5;0,0007;2014
Diplomata;2;0,0003;2014
Economista Doméstico;2;0,0003;2014
Agente de Viagem;4;0,0006;2014
Químico;1;0,0001;2014
Tabelião;1;0,0001;2014
Corretor de Imóveis, Seguros, Títulos e Valores;70;0,0098;2014
Serventuário de Justiça;2;0,0003;2014
Vigilante;24;0,0034;2014
Enfermeiro;55;0,0077;2014
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);21;0,0029;2014
Estofador;1;0,0001;2014
Capitalista de Ativos Financeiros;1;0,0001;2014
Almoxarife;1;0,0001;2014
Artista de Circo;1;0,0001;2014
Aposentado (Exceto Servidor Público);170;0,0238;2014
Motorista Particular;25;0,0035;2014
Técnico de Eletricidade, Eletrônica e Telecomunicações;12;0,0017;2014
Faxineiro;2;0,0003;2014
Auxiliar de Laboratório;2;0,0003;2014
Meteorologista;1;0,0001;2014
Operador de Equipamento de Rádio, Televisão, Som e Cinema;3;0,0004;2014
Contador;45;0,0063;2014
Militar Reformado;26;0,0036;2014
Atleta Profissional e Técnico em Desportos;5;0,0007;2014
Taxista;17;0,0024;2014
Desenhista;2;0,0003;2014
Pescador;4;0,0006;2014
Servidor Público Civil Aposentado;30;0,0042;2014
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;1;0,0001;2014
Trabalhador de Hotelaria;1;0,0001;2014
Médico;188;0,0263;2014
Policial Militar;142;0,0199;2014
Agente Administrativo;40;0,0056;2014
Analista de Sistemas;7;0,001;2014
Assistente Social;28;0,0039;2014
Dona de Casa;156;0,0219;2014
Gari ou Lixeiro;4;0,0006;2014
Economista;29;0,0041;2014
Operador de Aparelhos de Produção Industrial;2;0,0003;2014
Manicure e Maquilador;4;0,0006;2014
Gerente;28;0,0039;2014
Oceanógrafo;3;0,0004;2014
Fiscal de Transporte Coletivo;2;0,0003;2014
Pedagogo;44;0,0062;2014
Cobrador de Transporte Coletivo;3;0,0004;2014
Secretário e Datilógrafo;47;0,0066;2014
Fisioterapeuta e Terapeuta Ocupacional;9;0,0013;2014
Torneiro Mecânico;2;0,0003;2014
Músico;14;0,002;2014
Técnico de Química;1;0,0001;2014
Fiscal;8;0,0011;2014
Cozinheiro;9;0,0013;2014
Recepcionista;12;0,0017;2014
Ferroviário;3;0,0004;2014
Administrador;219;0,0254;2018
Engenheiro;129;0,015;2018
Bombeiro Militar;29;0,0034;2018
Eletricista e Assemelhados;22;0,0026;2018
Servidor Público Municipal;132;0,0153;2018
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;1;0,0001;2018
Encanador, Soldador, Chapeador e Caldeireiro;1;0,0001;2018
Motorista de Veículos de Transporte de Carga;18;0,0021;2018
Escritor e Crítico;11;0,0013;2018
Operador de Computador;1;0,0001;2018
Agrônomo;8;0,0009;2018
Geólogo;2;0,0002;2018
Porteiro de Edifício, Ascensorista, Garagista e Zelador;6;0,0007;2018
Magistrado;4;0,0005;2018
Veterinário;15;0,0017;2018
Trabalhador Florestal;1;0,0001;2018
Advogado;656;0,0762;2018
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;1;0,0001;2018
Professor de Ensino Médio;258;0,03;2018
Montador de Estrutura Metálica;1;0,0001;2018
Programador de Computador;2;0,0002;2018
Geógrafo;4;0,0005;2018
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;47;0,0055;2018
Feirante, Ambulante e Mascate;4;0,0005;2018
Técnico de Laboratório e Raios X;6;0,0007;2018
Atendente de Lanchonete e Restaurante;4;0,0005;2018
Despachante;5;0,0006;2018
Esteticista;11;0,0013;2018
Fonoaudiólogo;1;0,0001;2018
Mecânico de Manutenção;15;0,0017;2018
Ministro de Estado;1;0,0001;2018
Agente de Serviços Funerários e Embalsamador;1;0,0001;2018
Vereador;274;0,0318;2018
Ocupante de Cargo em Comissão;3;0,0003;2018
Catador de Recicláveis;3;0,0003;2018
Massagista;2;0,0002;2018
Auxiliar de Escritório e Assemelhados;47;0,0055;2018
Trabalhador Rural;10;0,0012;2018
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;18;0,0021;2018
Decorador;1;0,0001;2018
Diretor de Estabelecimento de Ensino;5;0,0006;2018
Professor de Ensino Fundamental;122;0,0142;2018
Locutor e Comentarista de Rádio e Televisão e Radialista;19;0,0022;2018
Astrônomo;3;0,0003;2018
Representante Comercial;35;0,0041;2018
Farmacêutico;18;0,0021;2018
Diretor de Empresas;7;0,0008;2018
Biomédico;6;0,0007;2018
Serralheiro;3;0,0003;2018
Cientista Político;5;0,0006;2018
Coreógrafo e Bailarino;1;0,0001;2018
Produtor Agropecuário;19;0,0022;2018
Industrial;1;0,0001;2018
Bibliotecário;3;0,0003;2018
Odontólogo;27;0,0031;2018
Membro das Forças Armadas;30;0,0035;2018
Comerciário;25;0,0029;2018
Empregado Doméstico;11;0,0013;2018
Telefonista;3;0,0003;2018
Agente de Saúde e Sanitarista;25;0,0029;2018
Biólogo;9;0,001;2018
Relações-Públicas;3;0,0003;2018
Técnico de Mineração, Metalurgia e Geologia;1;0,0001;2018
Professor de Ensino Superior;147;0,0171;2018
Deputado;399;0,0464;2018
Servidor Público Estadual;167;0,0194;2018
Comerciante;256;0,0297;2018
Psicólogo;37;0,0043;2018
Trabalhador de Fabricação de Roupas;1;0,0001;2018
Motoboy;7;0,0008;2018
Motorista de Veículos de Transporte Coletivo de Passageiros;24;0,0028;2018
Técnico em Agronomia e Agrimensura;7;0,0008;2018
Fotógrafo e Assemelhados;9;0,001;2018
Securitário;1;0,0001;2018
Arquiteto;22;0,0026;2018
Alfaiate e Costureiro;3;0,0003;2018
Agricultor;74;0,0086;2018
Servidor Público Federal;190;0,0221;2018
Jornalista e Redator;123;0,0143;2018
Produtor de Espetáculos Públicos;13;0,0015;2018
Trabalhador de Construção Civil;10;0,0012;2018
Bombeiro Civil;4;0,0005;2018
Operador de Equipamento Médico e Odontológico;2;0,0002;2018
Operador de Instalação de Produção de Energia Elétrica e Nuclear;1;0,0001;2018
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;4;0,0005;2018
Ator e Diretor de Espetáculos Públicos;16;0,0019;2018
Terapeuta;3;0,0003;2018
Artista Plástico e Assemelhados;11;0,0013;2018
Publicitário;31;0,0036;2018
Tradutor, Intérprete e Filólogo;3;0,0003;2018
Sociólogo;10;0,0012;2018
Funileiro;1;0,0001;2018
Garçom;7;0,0008;2018
Padeiro, Confeiteiro e Assemelhados;7;0,0008;2018
Cantor e Compositor;25;0,0029;2018
Estudante, Bolsista, Estagiário e Assemelhados;185;0,0215;2018
Carpinteiro, Marceneiro e Assemelhados;1;0,0001;2018
Zootecnista;1;0,0001;2018
Frentista;2;0,0002;2018
Pecuarista;19;0,0022;2018
Técnico de Mecânica;3;0,0003;2018
Técnico em Informática;3;0,0003;2018
Técnico em Edificações;1;0,0001;2018
Historiador;5;0,0006;2018
Empresário;898;0,1043;2018
Agenciador de Propaganda;1;0,0001;2018
Bancário e Economiário;29;0,0034;2018
Trabalhador Metalúrgico e Siderúrgico;6;0,0007;2018
Policial Civil;44;0,0051;2018
Montador de Máquinas;1;0,0001;2018
Cabeleireiro e Barbeiro;31;0,0036;2018
Sacerdote ou Membro de Ordem ou Seita Religiosa;28;0,0033;2018
Nutricionista e Assemelhados;10;0,0012;2018
Guia de Turismo;4;0,0005;2018
Supervisor, Inspetor e Agente de Compras e Vendas;6;0,0007;2018
Modelo;2;0,0002;2018
Comunicólogo;5;0,0006;2018
Professor e Instrutor de Formação Profissional;32;0,0037;2018
Artesão;10;0,0012;2018
Agente de Viagem;1;0,0001;2018
Vendedor de Comércio Varejista e Atacadista;50;0,0058;2018
Tabelião;1;0,0001;2018
Comissário de Bordo;1;0,0001;2018
Economista Doméstico;1;0,0001;2018
Químico;7;0,0008;2018
Físico;1;0,0001;2018
Agente Postal;5;0,0006;2018
Senador;4;0,0005;2018
Artista de Circo;2;0,0002;2018
Corretor de Imóveis, Seguros, Títulos e Valores;71;0,0082;2018
Vigilante;37;0,0043;2018
Enfermeiro;62;0,0072;2018
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);35;0,0041;2018
Serventuário de Justiça;3;0,0003;2018
Capitalista de Ativos Financeiros;1;0,0001;2018
Detetive Particular;2;0,0002;2018
Leiturista;1;0,0001;2018
Motorista Particular;46;0,0053;2018
Aposentado (Exceto Servidor Público);243;0,0282;2018
Trabalhador de Artes Gráficas;1;0,0001;2018
Técnico de Eletricidade, Eletrônica e Telecomunicações;4;0,0005;2018
Faxineiro;3;0,0003;2018
Contador;55;0,0064;2018
Taxista;15;0,0017;2018
Servidor Público Civil Aposentado;44;0,0051;2018
Trabalhador de Fabricação de Produtos de Borracha e Plástico;1;0,0001;2018
Desenhista;5;0,0006;2018
Pescador;6;0,0007;2018
Militar Reformado;74;0,0086;2018
Operador de Equipamento de Rádio, Televisão, Som e Cinema;3;0,0003;2018
Atleta Profissional e Técnico em Desportos;6;0,0007;2018
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;4;0,0005;2018
Trabalhador de Hotelaria;1;0,0001;2018
Médico;238;0,0277;2018
Jardineiro;1;0,0001;2018
Policial Militar;170;0,0198;2018
Dona de Casa;141;0,0164;2018
Gerente;26;0,003;2018
Analista de Sistemas;18;0,0021;2018
Operador de Aparelhos de Produção Industrial;2;0,0002;2018
Gari ou Lixeiro;4;0,0005;2018
Agente Administrativo;28;0,0033;2018
Manicure e Maquilador;3;0,0003;2018
Assistente Social;33;0,0038;2018
Antropólogo;2;0,0002;2018
Economista;48;0,0056;2018
Garimpeiro;2;0,0002;2018
Oceanógrafo;4;0,0005;2018
Fiscal;12;0,0014;2018
Músico;20;0,0023;2018
Cozinheiro;15;0,0017;2018
Secretário e Datilógrafo;29;0,0034;2018
Fisioterapeuta e Terapeuta Ocupacional;21;0,0024;2018
Cobrador de Transporte Coletivo;5;0,0006;2018
Pedagogo;54;0,0063;2018
Ferroviário;2;0,0002;2018
Recepcionista;14;0,0016;2018
Técnico de Química;2;0,0002;2018
Porteiro de Edifício, Ascensorista, Garagista e Zelador;9;0,0008;2022
Engenheiro;121;0,0114;2022
Servidor Público Municipal;175;0,0165;2022
Administrador;357;0,0336;2022
Trabalhador Florestal;1;0,0001;2022
Escritor e Crítico;10;0,0009;2022
Geólogo;1;0,0001;2022
Encanador, Soldador, Chapeador e Caldeireiro;3;0,0003;2022
Agrônomo;14;0,0013;2022
Veterinário;20;0,0019;2022
Bombeiro Militar;47;0,0044;2022
Eletricista e Assemelhados;15;0,0014;2022
Motorista de Veículos de Transporte de Carga;31;0,0029;2022
Magistrado;1;0,0001;2022
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;1;0,0001;2022
Advogado;865;0,0814;2022
Geógrafo;3;0,0003;2022
Feirante, Ambulante e Mascate;4;0,0004;2022
Técnico de Laboratório e Raios X;7;0,0007;2022
Programador de Computador;7;0,0007;2022
Professor de Ensino Médio;163;0,0153;2022
Digitador;3;0,0003;2022
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;40;0,0038;2022
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;1;0,0001;2022
Membro do Ministério Público;2;0,0002;2022
Mecânico de Manutenção;18;0,0017;2022
Protético;1;0,0001;2022
Despachante;5;0,0005;2022
Esteticista;10;0,0009;2022
Agente de Serviços Funerários e Embalsamador;1;0,0001;2022
Fonoaudiólogo;6;0,0006;2022
Vereador;396;0,0373;2022
Decorador;3;0,0003;2022
Auxiliar de Escritório e Assemelhados;61;0,0057;2022
CABELEIREIRO, BARBEIRO, MANICURE, MAQUILADOR, ESTETICISTA E MASSAGISTA;9;0,0008;2022
Trabalhador Rural;14;0,0013;2022
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;13;0,0012;2022
Ocupante de Cargo em Comissão;11;0,001;2022
Massagista;3;0,0003;2022
Diretor de Estabelecimento de Ensino;4;0,0004;2022
Catador de Recicláveis;3;0,0003;2022
Astrônomo;3;0,0003;2022
Biomédico;6;0,0006;2022
Representante Comercial;37;0,0035;2022
Locutor e Comentarista de Rádio e Televisão e Radialista;48;0,0045;2022
Professor de Ensino Fundamental;128;0,012;2022
Diretor de Empresas;17;0,0016;2022
Farmacêutico;28;0,0026;2022
Serralheiro;2;0,0002;2022
Cientista Político;15;0,0014;2022
Biólogo;8;0,0008;2022
Produtor Agropecuário;38;0,0036;2022
Agente de Saúde e Sanitarista;22;0,0021;2022
Técnico de Mineração, Metalurgia e Geologia;2;0,0002;2022
Comerciário;25;0,0024;2022
Telefonista;3;0,0003;2022
Odontólogo;59;0,0056;2022
Membro das Forças Armadas;33;0,0031;2022
Relações-Públicas;5;0,0005;2022
Empregado Doméstico;3;0,0003;2022
Lavador de Veículos;1;0,0001;2022
Bibliotecário;1;0,0001;2022
Industrial;4;0,0004;2022
Deputado;418;0,0393;2022
Comerciante;316;0,0297;2022
Professor de Ensino Superior;149;0,014;2022
Fotógrafo e Assemelhados;10;0,0009;2022
Motorista de Veículos de Transporte Coletivo de Passageiros;28;0,0026;2022
Servidor Público Estadual;257;0,0242;2022
Técnico em Agronomia e Agrimensura;4;0,0004;2022
SENADOR, DEPUTADO E VEREADOR;5;0,0005;2022
Psicólogo;37;0,0035;2022
Trabalhador de Fabricação de Roupas;1;0,0001;2022
Motoboy;11;0,001;2022
Jornalista e Redator;203;0,0191;2022
Demonstrador;1;0,0001;2022
Agricultor;80;0,0075;2022
Servidor Público Federal;155;0,0146;2022
Alfaiate e Costureiro;3;0,0003;2022
Terapeuta;7;0,0007;2022
Arquiteto;24;0,0023;2022
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;1;0,0001;2022
Bombeiro Civil;8;0,0008;2022
Produtor de Espetáculos Públicos;16;0,0015;2022
Ator e Diretor de Espetáculos Públicos;20;0,0019;2022
Trabalhador de Construção Civil;6;0,0006;2022
Operador de Instalação de Produção de Energia Elétrica e Nuclear;1;0,0001;2022
Publicitário;36;0,0034;2022
Estudante, Bolsista, Estagiário e Assemelhados;142;0,0134;2022
Historiador;3;0,0003;2022
Artista Plástico e Assemelhados;10;0,0009;2022
Frentista;3;0,0003;2022
Garçom;4;0,0004;2022
Técnico em Edificações;1;0,0001;2022
Zootecnista;2;0,0002;2022
Pecuarista;23;0,0022;2022
Sociólogo;17;0,0016;2022
Técnico de Mecânica;3;0,0003;2022
TAXISTA E MOTORISTA PARTICULAR;1;0,0001;2022
Técnico em Informática;9;0,0008;2022
Cantor e Compositor;43;0,004;2022
Carpinteiro, Marceneiro e Assemelhados;6;0,0006;2022
Tradutor, Intérprete e Filólogo;1;0,0001;2022
Padeiro, Confeiteiro e Assemelhados;4;0,0004;2022
Modelo;1;0,0001;2022
Cabeleireiro e Barbeiro;37;0,0035;2022
Empresário;1366;0,1285;2022
Bancário e Economiário;29;0,0027;2022
Policial Civil;68;0,0064;2022
Comunicólogo;13;0,0012;2022
Sacerdote ou Membro de Ordem ou Seita Religiosa;39;0,0037;2022
Guia de Turismo;4;0,0004;2022
Supervisor, Inspetor e Agente de Compras e Vendas;10;0,0009;2022
Trabalhador Metalúrgico e Siderúrgico;6;0,0006;2022
Agenciador de Propaganda;3;0,0003;2022
Nutricionista e Assemelhados;11;0,001;2022
Artesão;14;0,0013;2022
Petroleiro;1;0,0001;2022
Agente Postal;3;0,0003;2022
Professor e Instrutor de Formação Profissional;52;0,0049;2022
Vendedor de Comércio Varejista e Atacadista;48;0,0045;2022
Agente de Viagem;2;0,0002;2022
Químico;1;0,0001;2022
Físico;1;0,0001;2022
Comissário de Bordo;2;0,0002;2022
Tabelião;1;0,0001;2022
Diplomata;1;0,0001;2022
Senador;3;0,0003;2022
AGENTE DE VIAGEM E GUIA DE TURISMO;1;0,0001;2022
Corretor de Imóveis, Seguros, Títulos e Valores;114;0,0107;2022
Vigilante;47;0,0044;2022
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);49;0,0046;2022
Lanterneiro e Pintor de Veículos;1;0,0001;2022
Enfermeiro;92;0,0087;2022
Serventuário de Justiça;4;0,0004;2022
Capitalista de Ativos Financeiros;1;0,0001;2022
Almoxarife;4;0,0004;2022
Faxineiro;1;0,0001;2022
Aposentado (Exceto Servidor Público);316;0,0297;2022
Técnico de Eletricidade, Eletrônica e Telecomunicações;7;0,0007;2022
Motorista Particular;59;0,0056;2022
Trabalhador de Artes Gráficas;1;0,0001;2022
Auxiliar de Laboratório;1;0,0001;2022
Militar Reformado;108;0,0102;2022
Taxista;15;0,0014;2022
Servidor Público Civil Aposentado;58;0,0055;2022
Contador;52;0,0049;2022
Desenhista;3;0,0003;2022
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;4;0,0004;2022
PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;27;0,0025;2022
PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA, FAXINEIRO E ZELADOR;2;0,0002;2022
Pescador;11;0,001;2022
Operador de Equipamento de Rádio, Televisão, Som e Cinema;3;0,0003;2022
Atleta Profissional e Técnico em Desportos;9;0,0008;2022
Analista de Sistemas;24;0,0023;2022
Assistente Social;69;0,0065;2022
Gerente;38;0,0036;2022
Agente Administrativo;60;0,0056;2022
Médico;309;0,0291;2022
Policial Militar;304;0,0286;2022
Manicure e Maquilador;5;0,0005;2022
Gari ou Lixeiro;9;0,0008;2022
Dona de Casa;118;0,0111;2022
Garimpeiro;2;0,0002;2022
Operador de Aparelhos de Produção Industrial;5;0,0005;2022
Jardineiro;3;0,0003;2022
Tapeceiro;2;0,0002;2022
Economista;54;0,0051;2022
Oceanógrafo;1;0,0001;2022
Antropólogo;2;0,0002;2022
Pedagogo;62;0,0058;2022
Fiscal;7;0,0007;2022
SECRETÁRIO,ESTENÓGRAFO,DATILÓGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUÍGRAF;14;0,0013;2022
Recepcionista;9;0,0008;2022
Ferroviário;1;0,0001;2022
Torneiro Mecânico;1;0,0001;2022
Músico;43;0,004;2022
Cozinheiro;14;0,0013;2022
Secretário e Datilógrafo;11;0,001;2022
Fisioterapeuta e Terapeuta Ocupacional;29;0,0027;2022
Cobrador de Transporte Coletivo;5;0,0005;2022
