Ocupação;Quantitativo;Porcentagem;Data de carga
Policial Civil;44;0,0051;13/11/2024 10:55
Montador de Máquinas;1;0,0001;13/11/2024 10:55
Cabeleireiro e Barbeiro;31;0,0036;13/11/2024 10:55
Sacerdote ou Membro de Ordem ou Seita Religiosa;28;0,0033;13/11/2024 10:55
Nutricionista e Assemelhados;10;0,0012;13/11/2024 10:55
Guia de Turismo;4;0,0005;13/11/2024 10:55
Supervisor, Inspetor e Agente de Compras e Vendas;6;0,0007;13/11/2024 10:55
Modelo;2;0,0002;13/11/2024 10:55
Comunicólogo;5;0,0006;13/11/2024 10:55
Professor e Instrutor de Formação Profissional;32;0,0037;13/11/2024 10:55
Artesão;10;0,0012;13/11/2024 10:55
Agente de Viagem;1;0,0001;13/11/2024 10:55
Vendedor de Comércio Varejista e Atacadista;50;0,0058;13/11/2024 10:55
Tabelião;1;0,0001;13/11/2024 10:55
Comissário de Bordo;1;0,0001;13/11/2024 10:55
Economista Doméstico;1;0,0001;13/11/2024 10:55
Químico;7;0,0008;13/11/2024 10:55
Físico;1;0,0001;13/11/2024 10:55
Agente Postal;5;0,0006;13/11/2024 10:55
Senador;4;0,0005;13/11/2024 10:55
Artista de Circo;2;0,0002;13/11/2024 10:55
Corretor de Imóveis, Seguros, Títulos e Valores;71;0,0082;13/11/2024 10:55
Vigilante;37;0,0043;13/11/2024 10:55
Enfermeiro;62;0,0072;13/11/2024 10:55
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);35;0,0041;13/11/2024 10:55
Serventuário de Justiça;3;0,0003;13/11/2024 10:55
Capitalista de Ativos Financeiros;1;0,0001;13/11/2024 10:55
Detetive Particular;2;0,0002;13/11/2024 10:55
Leiturista;1;0,0001;13/11/2024 10:55
Motorista Particular;46;0,0053;13/11/2024 10:55
Aposentado (Exceto Servidor Público);243;0,0282;13/11/2024 10:55
Trabalhador de Artes Gráficas;1;0,0001;13/11/2024 10:55
Técnico de Eletricidade, Eletrônica e Telecomunicações;4;0,0005;13/11/2024 10:55
Faxineiro;3;0,0003;13/11/2024 10:55
Contador;55;0,0064;13/11/2024 10:55
Taxista;15;0,0017;13/11/2024 10:55
Servidor Público Civil Aposentado;44;0,0051;13/11/2024 10:55
Trabalhador de Fabricação de Produtos de Borracha e Plástico;1;0,0001;13/11/2024 10:55
Desenhista;5;0,0006;13/11/2024 10:55
Pescador;6;0,0007;13/11/2024 10:55
Militar Reformado;74;0,0086;13/11/2024 10:55
Operador de Equipamento de Rádio, Televisão, Som e Cinema;3;0,0003;13/11/2024 10:55
Atleta Profissional e Técnico em Desportos;6;0,0007;13/11/2024 10:55
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;4;0,0005;13/11/2024 10:55
Trabalhador de Hotelaria;1;0,0001;13/11/2024 10:55
Médico;238;0,0277;13/11/2024 10:55
Jardineiro;1;0,0001;13/11/2024 10:55
Policial Militar;170;0,0198;13/11/2024 10:55
Dona de Casa;141;0,0164;13/11/2024 10:55
Gerente;26;0,003;13/11/2024 10:55
Analista de Sistemas;18;0,0021;13/11/2024 10:55
Operador de Aparelhos de Produção Industrial;2;0,0002;13/11/2024 10:55
Gari ou Lixeiro;4;0,0005;13/11/2024 10:55
Agente Administrativo;28;0,0033;13/11/2024 10:55
Manicure e Maquilador;3;0,0003;13/11/2024 10:55
Assistente Social;33;0,0038;13/11/2024 10:55
Antropólogo;2;0,0002;13/11/2024 10:55
Economista;48;0,0056;13/11/2024 10:55
Garimpeiro;2;0,0002;13/11/2024 10:55
Oceanógrafo;4;0,0005;13/11/2024 10:55
Fiscal;12;0,0014;13/11/2024 10:55
Músico;20;0,0023;13/11/2024 10:55
Cozinheiro;15;0,0017;13/11/2024 10:55
Secretário e Datilógrafo;29;0,0034;13/11/2024 10:55
Fisioterapeuta e Terapeuta Ocupacional;21;0,0024;13/11/2024 10:55
Cobrador de Transporte Coletivo;5;0,0006;13/11/2024 10:55
Pedagogo;54;0,0063;13/11/2024 10:55
Ferroviário;2;0,0002;13/11/2024 10:55
Recepcionista;14;0,0016;13/11/2024 10:55
Técnico de Química;2;0,0002;13/11/2024 10:55
