UF;Cor/raça;Quantitativo;Porcentagem;Data de carga
AC;Amarela;22;0,0072;2025-01-22 15:04:00
AC;Branca;505;0,165;2025-01-22 15:04:00
AC;Indígena;68;0,0222;2025-01-22 15:04:00
AC;Não Informado;8;0,0026;2025-01-22 15:04:00
AC;Não divulgável;31;0,0101;2025-01-22 15:04:00
AC;Parda;2218;0,7248;2025-01-22 15:04:00
AC;Preta;208;0,068;2025-01-22 15:04:00
AL;Amarela;32;0,0042;2025-01-22 15:04:00
AL;Branca;2290;0,3024;2025-01-22 15:04:00
AL;Indígena;42;0,0055;2025-01-22 15:04:00
AL;Não Informado;82;0,0108;2025-01-22 15:04:00
AL;Não divulgável;1;0,0001;2025-01-22 15:04:00
AL;Parda;4555;0,6015;2025-01-22 15:04:00
AL;Preta;571;0,0754;2025-01-22 15:04:00
AM;Amarela;20;0,0019;2025-01-22 15:04:00
AM;Branca;1520;0,1453;2025-01-22 15:04:00
AM;Indígena;498;0,0476;2025-01-22 15:04:00
AM;Não Informado;93;0,0089;2025-01-22 15:04:00
AM;Parda;7910;0,756;2025-01-22 15:04:00
AM;Preta;422;0,0403;2025-01-22 15:04:00
AP;Amarela;3;0,0012;2025-01-22 15:04:00
AP;Branca;370;0,1484;2025-01-22 15:04:00
AP;Indígena;24;0,0096;2025-01-22 15:04:00
AP;Não Informado;7;0,0028;2025-01-22 15:04:00
AP;Não divulgável;1;0,0004;2025-01-22 15:04:00
AP;Parda;1800;0,7217;2025-01-22 15:04:00
AP;Preta;289;0,1159;2025-01-22 15:04:00
BA;Amarela;158;0,0038;2025-01-22 15:04:00
BA;Branca;7820;0,188;2025-01-22 15:04:00
BA;Indígena;134;0,0032;2025-01-22 15:04:00
BA;Não Informado;784;0,0188;2025-01-22 15:04:00
BA;Parda;24350;0,5854;2025-01-22 15:04:00
BA;Preta;8353;0,2008;2025-01-22 15:04:00
CE;Amarela;79;0,0049;2025-01-22 15:04:00
CE;Branca;5014;0,3094;2025-01-22 15:04:00
CE;Indígena;45;0,0028;2025-01-22 15:04:00
CE;Não Informado;161;0,0099;2025-01-22 15:04:00
CE;Não divulgável;12;0,0007;2025-01-22 15:04:00
CE;Parda;9751;0,6017;2025-01-22 15:04:00
CE;Preta;1143;0,0705;2025-01-22 15:04:00
ES;Amarela;41;0,0033;2025-01-22 15:04:00
ES;Branca;5626;0,4473;2025-01-22 15:04:00
ES;Indígena;12;0,001;2025-01-22 15:04:00
ES;Não Informado;288;0,0229;2025-01-22 15:04:00
ES;Não divulgável;5;0,0004;2025-01-22 15:04:00
ES;Parda;5003;0,3978;2025-01-22 15:04:00
ES;Preta;1603;0,1274;2025-01-22 15:04:00
GO;Amarela;186;0,0075;2025-01-22 15:04:00
GO;Branca;9503;0,381;2025-01-22 15:04:00
GO;Indígena;23;0,0009;2025-01-22 15:04:00
GO;Não Informado;176;0,0071;2025-01-22 15:04:00
GO;Não divulgável;16;0,0006;2025-01-22 15:04:00
GO;Parda;12649;0,5071;2025-01-22 15:04:00
GO;Preta;2392;0,0959;2025-01-22 15:04:00
MA;Amarela;54;0,0026;2025-01-22 15:04:00
MA;Branca;4621;0,2223;2025-01-22 15:04:00
MA;Indígena;59;0,0028;2025-01-22 15:04:00
MA;Não Informado;351;0,0169;2025-01-22 15:04:00
MA;Parda;13103;0,6303;2025-01-22 15:04:00
MA;Preta;2602;0,1252;2025-01-22 15:04:00
MG;Amarela;273;0,0033;2025-01-22 15:04:00
MG;Branca;38512;0,4713;2025-01-22 15:04:00
MG;Indígena;55;0,0007;2025-01-22 15:04:00
MG;Não Informado;1178;0,0144;2025-01-22 15:04:00
MG;Não divulgável;32;0,0004;2025-01-22 15:04:00
MG;Parda;31276;0,3827;2025-01-22 15:04:00
MG;Preta;10396;0,1272;2025-01-22 15:04:00
MS;Amarela;38;0,0044;2025-01-22 15:04:00
MS;Branca;4527;0,5223;2025-01-22 15:04:00
MS;Indígena;218;0,0251;2025-01-22 15:04:00
MS;Não Informado;159;0,0183;2025-01-22 15:04:00
MS;Não divulgável;4;0,0005;2025-01-22 15:04:00
MS;Parda;3055;0,3524;2025-01-22 15:04:00
MS;Preta;667;0,0769;2025-01-22 15:04:00
MT;Amarela;74;0,0058;2025-01-22 15:04:00
MT;Branca;4923;0,3831;2025-01-22 15:04:00
MT;Indígena;125;0,0097;2025-01-22 15:04:00
MT;Não Informado;67;0,0052;2025-01-22 15:04:00
MT;Não divulgável;10;0,0008;2025-01-22 15:04:00
MT;Parda;6364;0,4952;2025-01-22 15:04:00
MT;Preta;1288;0,1002;2025-01-22 15:04:00
PA;Amarela;62;0,0026;2025-01-22 15:04:00
PA;Branca;4334;0,1834;2025-01-22 15:04:00
PA;Indígena;108;0,0046;2025-01-22 15:04:00
PA;Não Informado;345;0,0146;2025-01-22 15:04:00
PA;Não divulgável;1;0;2025-01-22 15:04:00
PA;Parda;16221;0,6865;2025-01-22 15:04:00
PA;Preta;2556;0,1082;2025-01-22 15:04:00
PB;Amarela;70;0,0056;2025-01-22 15:04:00
