UF;Cor/raça;Quantitativo;Porcentagem;Data de carga
ES;Não divulgável;1;0,0001;2023-03-13 15:39:09
ES;Parda;3943;0,3769;2023-03-13 15:28:45
ES;Preta;1190;0,1137;2023-03-13 15:28:45
GO;Amarela;208;0,0098;2023-03-13 15:28:45
GO;Branca;8742;0,4112;2023-03-13 15:28:45
GO;Indígena;16;0,0008;2023-03-13 15:28:45
GO;Não divulgável;9;0,0004;2023-03-13 15:39:09
GO;Parda;10655;0,5012;2023-03-13 15:28:45
GO;Preta;1629;0,0766;2023-03-13 15:28:45
MA;Amarela;82;0,0044;2023-03-13 15:28:45
MA;Branca;4285;0,2309;2023-03-13 15:28:45
MA;Indígena;51;0,0027;2023-03-13 15:28:45
MA;Não divulgável;32;0,0017;2023-03-13 15:39:09
MA;Parda;11926;0,6427;2023-03-13 15:28:45
MA;Preta;2179;0,1174;2023-03-13 15:28:45
MG;Amarela;297;0,0038;2023-03-13 15:28:45
MG;Branca;40416;0,5136;2023-03-13 15:28:45
MG;Indígena;85;0,0011;2023-03-13 15:28:45
MG;Não divulgável;15;0,0002;2023-03-13 15:39:09
MG;Parda;29759;0,3782;2023-03-13 15:28:45
MG;Preta;8120;0,1032;2023-03-13 15:28:45
MS;Amarela;30;0,0041;2023-03-13 15:28:45
MS;Branca;4183;0,5662;2023-03-13 15:28:45
MS;Indígena;193;0,0261;2023-03-13 15:28:45
MS;Parda;2512;0,34;2023-03-13 15:28:45
MS;Preta;470;0,0636;2023-03-13 15:28:45
MT;Amarela;68;0,0065;2023-03-13 15:28:45
MT;Branca;4356;0,4188;2023-03-13 15:28:45
MT;Indígena;75;0,0072;2023-03-13 15:28:45
MT;Parda;4949;0,4758;2023-03-13 15:28:45
MT;Preta;953;0,0916;2023-03-13 15:28:45
PA;Amarela;93;0,0045;2023-03-13 15:28:45
PA;Branca;3800;0,1843;2023-03-13 15:28:45
PA;Indígena;61;0,003;2023-03-13 15:28:45
PA;Não divulgável;5;0,0002;2023-03-13 15:39:09
PA;Parda;14780;0,717;2023-03-13 15:28:45
PA;Preta;1876;0,091;2023-03-13 15:28:45
PB;Amarela;63;0,0053;2023-03-13 15:28:45
PB;Branca;5089;0,4242;2023-03-13 15:28:45
PB;Indígena;77;0,0064;2023-03-13 15:28:45
PB;Não divulgável;1;0,0001;2023-03-13 15:39:09
PB;Parda;6023;0,502;2023-03-13 15:28:45
PB;Preta;745;0,0621;2023-03-13 15:28:45
PE;Amarela;109;0,0057;2023-03-13 15:28:45
PE;Branca;7435;0,389;2023-03-13 15:28:45
PE;Indígena;104;0,0054;2023-03-13 15:28:45
PE;Não divulgável;2;0,0001;2023-03-13 15:39:09
PE;Parda;9832;0,5144;2023-03-13 15:28:45
PE;Preta;1631;0,0853;2023-03-13 15:28:45
PI;Amarela;42;0,0041;2023-03-13 15:28:45
PI;Branca;2652;0,2602;2023-03-13 15:28:45
PI;Indígena;8;0,0008;2023-03-13 15:28:45
PI;Parda;6582;0,6457;2023-03-13 15:28:45
PI;Preta;910;0,0893;2023-03-13 15:28:45
PR;Amarela;113;0,0036;2023-03-13 15:28:45
PR;Branca;25038;0,7994;2023-03-13 15:28:45
PR;Indígena;35;0,0011;2023-03-13 15:28:45
PR;Não divulgável;2;0,0001;2023-03-13 15:39:09
PR;Parda;4590;0,1466;2023-03-13 15:28:45
PR;Preta;1542;0,0492;2023-03-13 15:28:45
RJ;Amarela;57;0,0026;2023-03-13 15:28:45
RJ;Branca;12379;0,556;2023-03-13 15:28:45
RJ;Indígena;28;0,0013;2023-03-13 15:28:45
RJ;Parda;6606;0,2967;2023-03-13 15:28:45
RJ;Preta;3195;0,1435;2023-03-13 15:28:45
RN;Amarela;46;0,005;2023-03-13 15:28:45
RN;Branca;4422;0,4845;2023-03-13 15:28:45
RN;Indígena;8;0,0009;2023-03-13 15:28:45
RN;Não divulgável;2;0,0002;2023-03-13 15:39:09
RN;Parda;4005;0,4388;2023-03-13 15:28:45
RN;Preta;644;0,0706;2023-03-13 15:28:45
RO;Amarela;26;0,0056;2023-03-13 15:28:45
RO;Branca;1729;0,3698;2023-03-13 15:28:45
RO;Indígena;12;0,0026;2023-03-13 15:28:45
RO;Parda;2491;0,5328;2023-03-13 15:28:45
RO;Preta;417;0,0892;2023-03-13 15:28:45
RR;Amarela;16;0,0089;2023-03-13 15:28:45
RR;Branca;332;0,1856;2023-03-13 15:28:45
RR;Indígena;131;0,0732;2023-03-13 15:28:45
RR;Parda;1174;0,6562;2023-03-13 15:28:45
RR;Preta;136;0,076;2023-03-13 15:28:45
RS;Amarela;24;0,0008;2023-03-13 15:28:45
RS;Branca;26052;0,903;2023-03-13 15:28:45
RS;Indígena;69;0,0024;2023-03-13 15:28:45
RS;Não divulgável;1;0;2023-03-13 15:39:09
RS;Parda;1353;0,0469;2023-03-13 15:28:45
RS;Preta;1351;0,0468;2023-03-13 15:28:45
SC;Amarela;23;0,0013;2023-03-13 15:28:45
SC;Branca;16060;0,9105;2023-03-13 15:28:45
SC;Indígena;40;0,0023;2023-03-13 15:28:45
SC;Parda;1029;0,0583;2023-03-13 15:28:45
SC;Preta;487;0,0276;2023-03-13 15:28:45
SE;Amarela;54;0,0092;2023-03-13 15:28:45
SE;Branca;1277;0,2169;2023-03-13 15:28:45
SE;Indígena;13;0,0022;2023-03-13 15:28:45
SE;Parda;3981;0,6762;2023-03-13 15:28:45
SE;Preta;562;0,0955;2023-03-13 15:28:45
SP;Amarela;351;0,0041;2023-03-13 15:28:45
SP;Branca;63728;0,7364;2023-03-13 15:28:45
SP;Indígena;70;0,0008;2023-03-13 15:28:45
SP;Não divulgável;10;0,0001;2023-03-13 15:39:09
SP;Parda;15880;0,1835;2023-03-13 15:28:45
SP;Preta;6503;0,0751;2023-03-13 15:28:45
TO;Amarela;70;0,0094;2023-03-13 15:28:45
TO;Branca;1773;0,2374;2023-03-13 15:28:45
TO;Indígena;37;0,005;2023-03-13 15:28:45
TO;Não divulgável;1;0,0001;2023-03-13 15:39:09
TO;Parda;4809;0,6439;2023-03-13 15:28:45
TO;Preta;779;0,1043;2023-03-13 15:28:45
