UF;Gênero;Quantitativo;Porcentagem;Data de carga
AC;Feminino;6;0,1714;2021-06-23 18:50:53
AC;Masculino;29;0,8286;2021-06-23 18:50:53
AL;Feminino;3;0,0732;2021-06-23 18:50:53
AL;Masculino;38;0,9268;2021-06-23 18:50:53
AM;Feminino;2;0,0571;2021-06-23 18:50:53
AM;Masculino;33;0,9429;2021-06-23 18:50:53
AP;Feminino;11;0,3143;2021-06-23 18:50:53
AP;Masculino;24;0,6857;2021-06-23 18:50:53
BA;Feminino;11;0,1028;2021-06-23 18:50:53
BA;Masculino;96;0,8972;2021-06-23 18:50:53
CE;Feminino;9;0,1268;2021-06-23 18:50:53
CE;Masculino;62;0,8732;2021-06-23 18:50:53
DF;Feminino;6;0,1714;2021-06-23 18:50:53
DF;Masculino;29;0,8286;2021-06-23 18:50:53
ES;Feminino;5;0,1111;2021-06-23 18:50:53
ES;Masculino;40;0,8889;2021-06-23 18:50:53
GO;Feminino;6;0,0952;2021-06-23 18:50:53
GO;Masculino;57;0,9048;2021-06-23 18:50:53
MA;Feminino;7;0,1077;2021-06-23 18:50:53
MA;Masculino;58;0,8923;2021-06-23 18:50:53
MG;Feminino;10;0,0741;2021-06-23 18:50:53
MG;Masculino;125;0,9259;2021-06-23 18:50:53
MS;Feminino;5;0,1429;2021-06-23 18:50:53
MS;Masculino;30;0,8571;2021-06-23 18:50:53
MT;Feminino;1;0,027;2021-06-23 18:50:53
MT;Masculino;36;0,973;2021-06-23 18:50:53
PA;Feminino;6;0,0984;2021-06-23 18:50:53
PA;Masculino;55;0,9016;2021-06-23 18:50:53
PB;Feminino;4;0,0784;2021-06-23 18:50:53
PB;Masculino;47;0,9216;2021-06-23 18:50:53
PE;Feminino;7;0,0886;2021-06-23 18:50:53
PE;Masculino;72;0,9114;2021-06-23 18:50:53
PI;Feminino;8;0,1778;2021-06-23 18:50:53
PI;Masculino;37;0,8222;2021-06-23 18:50:53
PR;Feminino;6;0,0674;2021-06-23 18:50:53
PR;Masculino;83;0,9326;2021-06-23 18:50:53
RJ;Feminino;14;0,1176;2021-06-23 18:50:53
RJ;Masculino;105;0,8824;2021-06-23 18:50:53
RN;Feminino;4;0,1143;2021-06-23 18:50:53
RN;Masculino;31;0,8857;2021-06-23 18:50:53
RO;Feminino;5;0,1429;2021-06-23 18:50:53
RO;Masculino;30;0,8571;2021-06-23 18:50:53
RR;Feminino;5;0,1429;2021-06-23 18:50:53
RR;Masculino;30;0,8571;2021-06-23 18:50:53
RS;Feminino;8;0,0899;2021-06-23 18:50:53
RS;Masculino;81;0,9101;2021-06-23 18:50:53
SC;Feminino;6;0,0984;2021-06-23 18:50:53
SC;Masculino;55;0,9016;2021-06-23 18:50:53
SE;Feminino;5;0,1351;2021-06-23 18:50:53
SE;Masculino;32;0,8649;2021-06-23 18:50:53
SP;Feminino;16;0,0947;2021-06-23 18:50:53
SP;Masculino;153;0,9053;2021-06-23 18:50:53
TO;Feminino;8;0,2162;2021-06-23 18:50:53
TO;Masculino;29;0,7838;2021-06-23 18:50:53
