UF;Gênero;Quantitativo;Porcentagem;Data de carga
AC;Feminino;34;0,1273;2023-02-14 08:47:37
AC;Masculino;232;0,8689;2023-02-14 08:47:37
AC;Não divulgável;1;0,0037;2023-02-14 08:47:37
AL;Feminino;200;0,1596;2023-02-14 08:47:37
AL;Masculino;1051;0,8388;2023-02-14 08:47:37
AL;Não divulgável;2;0,0016;2023-02-14 08:47:37
AM;Feminino;92;0,1108;2023-02-14 08:47:37
AM;Masculino;736;0,8867;2023-02-14 08:47:37
AM;Não divulgável;2;0,0024;2023-02-14 08:47:37
AP;Feminino;41;0,2092;2023-02-14 08:47:37
AP;Masculino;155;0,7908;2023-02-14 08:47:37
BA;Feminino;703;0,1309;2023-02-14 08:47:37
BA;Masculino;4665;0,8687;2023-02-14 08:47:37
BA;Não divulgável;2;0,0004;2023-02-14 08:47:37
CE;Feminino;441;0,1765;2023-02-14 08:47:37
CE;Masculino;2056;0,8231;2023-02-14 08:47:37
CE;Não divulgável;1;0,0004;2023-02-14 08:47:37
ES;Feminino;82;0,0825;2023-02-14 08:47:37
ES;Masculino;911;0,9165;2023-02-14 08:47:37
ES;Não divulgável;1;0,001;2023-02-14 08:47:37
GO;Feminino;344;0,1153;2023-02-14 08:47:37
GO;Masculino;2638;0,8843;2023-02-14 08:47:37
GO;Não divulgável;1;0,0003;2023-02-14 08:47:37
MA;Feminino;527;0,1879;2023-02-14 08:47:37
MA;Masculino;2275;0,8111;2023-02-14 08:47:37
MA;Não divulgável;3;0,0011;2023-02-14 08:47:37
MG;Feminino;1090;0,1075;2023-02-14 08:47:37
MG;Masculino;9043;0,8922;2023-02-14 08:47:37
MG;Não divulgável;3;0,0003;2023-02-14 08:47:37
MS;Feminino;139;0,1405;2023-02-14 08:47:37
MS;Masculino;850;0,8595;2023-02-14 08:47:37
MT;Feminino;222;0,1329;2023-02-14 08:47:37
MT;Masculino;1448;0,8671;2023-02-14 08:47:37
PA;Feminino;316;0,1592;2023-02-14 08:47:37
PA;Masculino;1667;0,8398;2023-02-14 08:47:37
PA;Não divulgável;2;0,001;2023-02-14 08:47:37
PB;Feminino;406;0,1545;2023-02-14 08:47:37
PB;Masculino;2216;0,8435;2023-02-14 08:47:37
PB;Não divulgável;5;0,0019;2023-02-14 08:47:37
PE;Feminino;321;0,1321;2023-02-14 08:47:37
PE;Masculino;2108;0,8675;2023-02-14 08:47:37
PE;Não divulgável;1;0,0004;2023-02-14 08:47:37
PI;Feminino;430;0,1665;2023-02-14 08:47:37
PI;Masculino;2151;0,8331;2023-02-14 08:47:37
PI;Não divulgável;1;0,0004;2023-02-14 08:47:37
PR;Feminino;529;0,1137;2023-02-14 08:47:37
PR;Masculino;4123;0,8859;2023-02-14 08:47:37
PR;Não divulgável;2;0,0004;2023-02-14 08:47:37
RJ;Feminino;125;0,092;2023-02-14 08:47:37
RJ;Masculino;1233;0,908;2023-02-14 08:47:37
RN;Feminino;408;0,2092;2023-02-14 08:47:37
RN;Masculino;1542;0,7908;2023-02-14 08:47:37
RO;Feminino;77;0,1213;2023-02-14 08:47:37
RO;Masculino;558;0,8787;2023-02-14 08:47:37
RR;Feminino;27;0,1492;2023-02-14 08:47:37
RR;Masculino;154;0,8508;2023-02-14 08:47:37
RS;Feminino;776;0,1316;2023-02-14 08:47:37
RS;Masculino;5117;0,8679;2023-02-14 08:47:37
RS;Não divulgável;3;0,0005;2023-02-14 08:47:37
SC;Feminino;431;0,125;2023-02-14 08:47:37
SC;Masculino;3016;0,8747;2023-02-14 08:47:37
SC;Não divulgável;1;0,0003;2023-02-14 08:47:37
SE;Feminino;148;0,1578;2023-02-14 08:47:37
SE;Masculino;790;0,8422;2023-02-14 08:47:37
SP;Feminino;971;0,1183;2023-02-14 08:47:37
SP;Masculino;7236;0,8815;2023-02-14 08:47:37
SP;Não divulgável;2;0,0002;2023-02-14 08:47:37
TO;Feminino;263;0,1676;2023-02-14 08:47:37
TO;Masculino;1304;0,8311;2023-02-14 08:47:37
TO;Não divulgável;2;0,0013;2023-02-14 08:47:37
