UF;Gênero;Quantitativo;Porcentagem;Data de carga
ES;Feminino;3111;0,3185;2023-02-14 08:47:37
PA;Não divulgável;111;0,0059;2023-02-14 08:47:37
RR;Feminino;559;0,3318;2023-02-14 08:47:37
AM;Masculino;5290;0,6786;2023-02-14 08:47:37
MG;Feminino;23811;0,3173;2023-02-14 08:47:37
RJ;Feminino;6800;0,311;2023-02-14 08:47:37
SE;Masculino;3977;0,6801;2023-02-14 08:47:37
CE;Masculino;10040;0,6823;2023-02-14 08:47:37
PB;Masculino;8583;0,6799;2023-02-14 08:47:37
PE;Feminino;4908;0,2876;2023-02-14 08:47:37
AC;Não divulgável;5;0,0021;2023-02-14 08:47:37
AL;Feminino;2435;0,3119;2023-02-14 08:47:37
MT;Não divulgável;52;0,0048;2023-02-14 08:47:37
PI;Masculino;7189;0,6808;2023-02-14 08:47:37
RS;Não divulgável;36;0,0012;2023-02-14 08:47:37
AL;Não divulgável;56;0,0072;2023-02-14 08:47:37
MS;Não divulgável;15;0,0021;2023-02-14 08:47:37
BA;Feminino;11303;0,3112;2023-02-14 08:47:37
PB;Feminino;3998;0,3167;2023-02-14 08:47:37
PE;Não divulgável;43;0,0025;2023-02-14 08:47:37
ES;Masculino;6634;0,6792;2023-02-14 08:47:37
MG;Não divulgável;124;0,0017;2023-02-14 08:47:37
PB;Não divulgável;42;0,0033;2023-02-14 08:47:37
SP;Feminino;25968;0,3184;2023-02-14 08:47:37
SP;Masculino;55548;0,6811;2023-02-14 08:47:37
MS;Feminino;2298;0,3243;2023-02-14 08:47:37
SC;Masculino;12130;0,6865;2023-02-14 08:47:37
ES;Não divulgável;23;0,0024;2023-02-14 08:47:37
TO;Feminino;2403;0,3118;2023-02-14 08:47:37
AL;Masculino;5316;0,6809;2023-02-14 08:47:37
CE;Feminino;4669;0,3173;2023-02-14 08:47:37
PA;Feminino;5948;0,3168;2023-02-14 08:47:37
RR;Não divulgável;1;0,0006;2023-02-14 08:47:37
SC;Feminino;5532;0,3131;2023-02-14 08:47:37
AC;Masculino;1602;0,6849;2023-02-14 08:47:37
AP;Não divulgável;19;0,0098;2023-02-14 08:47:37
RO;Não divulgável;10;0,0019;2023-02-14 08:47:37
RS;Masculino;19843;0,6839;2023-02-14 08:47:37
BA;Masculino;24930;0,6864;2023-02-14 08:47:37
MG;Masculino;51115;0,6811;2023-02-14 08:47:37
RN;Feminino;2877;0,3261;2023-02-14 08:47:37
SE;Não divulgável;45;0,0077;2023-02-14 08:47:37
PA;Masculino;12717;0,6773;2023-02-14 08:47:37
RS;Feminino;9135;0,3148;2023-02-14 08:47:37
SC;Não divulgável;7;0,0004;2023-02-14 08:47:37
AM;Feminino;2436;0,3125;2023-02-14 08:47:37
AM;Não divulgável;69;0,0089;2023-02-14 08:47:37
MA;Feminino;5895;0,3151;2023-02-14 08:47:37
AC;Feminino;732;0,313;2023-02-14 08:47:37
GO;Feminino;6454;0,3135;2023-02-14 08:47:37
GO;Não divulgável;72;0,0035;2023-02-14 08:47:37
MT;Feminino;3451;0,3169;2023-02-14 08:47:37
PR;Masculino;21814;0,6927;2023-02-14 08:47:37
PR;Não divulgável;19;0,0006;2023-02-14 08:47:37
RO;Masculino;3589;0,6923;2023-02-14 08:47:37
PE;Masculino;12115;0,7099;2023-02-14 08:47:37
SE;Feminino;1826;0,3122;2023-02-14 08:47:37
PI;Não divulgável;14;0,0013;2023-02-14 08:47:37
RO;Feminino;1585;0,3057;2023-02-14 08:47:37
MA;Masculino;12723;0,6802;2023-02-14 08:47:37
RN;Masculino;5918;0,6708;2023-02-14 08:47:37
SP;Não divulgável;40;0,0005;2023-02-14 08:47:37
TO;Não divulgável;25;0,0032;2023-02-14 08:47:37
CE;Não divulgável;7;0,0005;2023-02-14 08:47:37
PI;Feminino;3357;0,3179;2023-02-14 08:47:37
PR;Feminino;9657;0,3067;2023-02-14 08:47:37
RN;Não divulgável;27;0,0031;2023-02-14 08:47:37
AP;Feminino;614;0,3158;2023-02-14 08:47:37
GO;Masculino;14060;0,683;2023-02-14 08:47:37
MS;Masculino;4772;0,6735;2023-02-14 08:47:37
RR;Masculino;1125;0,6677;2023-02-14 08:47:37
MA;Não divulgável;88;0,0047;2023-02-14 08:47:37
RJ;Masculino;15013;0,6867;2023-02-14 08:47:37
TO;Masculino;5280;0,685;2023-02-14 08:47:37
AP;Masculino;1311;0,6744;2023-02-14 08:47:37
MT;Masculino;7386;0,6783;2023-02-14 08:47:37
BA;Não divulgável;87;0,0024;2023-02-14 08:47:37
RJ;Não divulgável;49;0,0022;2023-02-14 08:47:37
